gk_name,team,match_id,minute,period,pass_type,pass_length,is_long,is_short,is_complete,pass_outcome,start_x,start_y,end_x,end_y,pass_height,pass_body_part
Diogo Meireles Costa,Portugal,3930166,1,1,Goal Kick,33.6,1,0,1,Complete,5.8,37.6,17.1,6.0,Ground Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,2,1,Goal Kick,62.3,1,0,1,Complete,5.7,38.1,67.8,32.9,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,8,1,Goal Kick,71.1,1,0,1,Complete,6.0,35.7,73.0,11.8,High Pass,Right Foot
Diogo Meireles Costa,Portugal,3930166,10,1,Goal Kick,17.3,0,1,1,Complete,4.7,42.8,15.2,56.5,Ground Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,14,1,Goal Kick,11.2,0,1,1,Complete,6.0,36.9,7.7,25.8,Ground Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,16,1,Goal Kick,70.0,1,0,0,Incomplete,6.0,38.4,71.3,13.1,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,29,1,Goal Kick,31.6,0,1,1,Complete,2.4,33.7,11.6,3.5,Ground Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,34,1,Goal Kick,67.2,1,0,0,Incomplete,2.5,40.3,68.7,51.9,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,43,1,Goal Kick,71.5,1,0,0,Incomplete,6.0,45.2,75.3,63.0,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,46,2,Goal Kick,70.7,1,0,1,Complete,7.0,46.6,75.4,64.6,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,48,2,Goal Kick,70.7,1,0,0,Incomplete,7.0,46.6,77.6,49.7,High Pass,Right Foot
Diogo Meireles Costa,Portugal,3930166,50,2,Goal Kick,73.4,1,0,0,Incomplete,6.0,40.4,78.9,31.7,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,51,2,Goal Kick,62.7,1,0,0,Incomplete,7.0,36.9,69.4,31.0,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,61,2,Goal Kick,70.1,1,0,0,Incomplete,7.0,37.3,76.6,28.8,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,65,2,Goal Kick,66.5,1,0,0,Incomplete,7.0,42.4,69.1,66.1,High Pass,Right Foot
Diogo Meireles Costa,Portugal,3930166,81,2,Goal Kick,16.6,0,1,1,Complete,6.0,38.2,12.7,53.4,Ground Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,83,2,Goal Kick,70.4,1,0,1,Complete,7.0,34.3,77.4,34.7,High Pass,Right Foot
Jindřich Staněk,Czech Republic,3930166,89,2,Goal Kick,64.4,1,0,0,Incomplete,7.0,47.6,69.1,64.6,High Pass,Right Foot
Diogo Meireles Costa,Portugal,3930166,90,2,Goal Kick,30.9,0,1,1,Complete,6.0,35.0,31.3,17.3,Ground Pass,Right Foot
Péter Gulácsi,Hungary,3930159,37,1,Goal Kick,11.3,0,1,1,Complete,6.0,40.2,9.8,29.6,Ground Pass,Right Foot
Yann Sommer,Switzerland,3930159,46,1,Goal Kick,49.7,1,0,0,Unknown,7.0,42.9,56.5,47.2,High Pass,Right Foot
Péter Gulácsi,Hungary,3930159,58,2,Goal Kick,8.1,0,1,1,Complete,7.0,34.5,7.8,42.6,Ground Pass,Right Foot
Yann Sommer,Switzerland,3930159,63,2,Goal Kick,22.3,0,1,1,Complete,6.0,41.6,10.6,19.8,Ground Pass,Right Foot
Péter Gulácsi,Hungary,3930159,82,2,Goal Kick,10.2,0,1,1,Complete,6.7,36.1,5.8,25.9,Ground Pass,Right Foot
Predrag Rajković,Serbia,3930163,18,1,Goal Kick,15.8,0,1,1,Complete,4.9,41.1,14.6,28.6,Ground Pass,Right Foot
Jordan Pickford,England,3930163,20,1,Goal Kick,85.6,1,0,1,Complete,7.0,44.6,92.0,54.6,High Pass,Right Foot
Predrag Rajković,Serbia,3930163,21,1,Goal Kick,24.3,0,1,1,Complete,4.5,42.1,17.0,21.3,Ground Pass,Right Foot
Predrag Rajković,Serbia,3930163,24,1,Goal Kick,22.2,0,1,1,Complete,4.9,45.1,5.2,22.9,Ground Pass,Right Foot
Jordan Pickford,England,3930163,45,1,Goal Kick,66.2,1,0,1,Complete,7.0,44.8,73.1,48.9,High Pass,Left Foot
Jordan Pickford,England,3930163,54,2,Goal Kick,66.9,1,0,0,Incomplete,6.0,45.3,72.5,52.8,High Pass,Left Foot
Jordan Pickford,England,3930163,70,2,Goal Kick,76.2,1,0,1,Complete,6.0,43.2,80.8,28.6,High Pass,Left Foot
Predrag Rajković,Serbia,3930163,76,2,Goal Kick,40.3,1,0,1,Complete,5.9,36.7,36.1,10.0,Ground Pass,Right Foot
Jordan Pickford,England,3930163,88,2,Goal Kick,70.2,1,0,1,Complete,6.0,46.8,75.8,54.7,High Pass,Left Foot
Jan Oblak,Slovenia,3930181,2,1,Goal Kick,60.7,1,0,1,Complete,6.0,44.9,66.7,46.8,High Pass,Right Foot
Jordan Pickford,England,3930181,2,1,Goal Kick,80.3,1,0,0,Incomplete,7.0,46.0,86.0,60.4,High Pass,Right Foot
Jordan Pickford,England,3930181,15,1,Goal Kick,20.2,0,1,1,Complete,7.0,34.4,26.5,29.2,Ground Pass,Right Foot
Jordan Pickford,England,3930181,18,1,Goal Kick,12.5,0,1,1,Complete,7.0,35.4,12.0,23.9,Ground Pass,Right Foot
Jordan Pickford,England,3930181,21,1,Goal Kick,70.9,1,0,0,Incomplete,7.0,47.8,77.4,56.6,High Pass,Left Foot
Jan Oblak,Slovenia,3930181,26,1,Goal Kick,53.5,1,0,0,Incomplete,5.4,38.7,56.1,21.6,High Pass,Right Foot
Jan Oblak,Slovenia,3930181,39,1,Goal Kick,85.2,1,0,0,Incomplete,6.0,41.0,90.5,52.2,High Pass,Right Foot
Jan Oblak,Slovenia,3930181,40,1,Goal Kick,7.1,0,1,1,Complete,6.0,46.0,10.8,51.2,Ground Pass,Left Foot
Jan Oblak,Slovenia,3930181,50,2,Goal Kick,59.4,1,0,0,Incomplete,6.5,42.2,61.0,65.8,High Pass,Right Foot
Jan Oblak,Slovenia,3930181,53,2,Goal Kick,65.2,1,0,0,Incomplete,5.7,40.6,68.0,59.8,High Pass,Right Foot
Jan Oblak,Slovenia,3930181,53,2,Goal Kick,36.2,1,0,1,Complete,7.0,44.1,38.5,62.0,Ground Pass,Right Foot
Jan Oblak,Slovenia,3930181,60,2,Goal Kick,7.1,0,1,1,Complete,6.8,41.4,7.2,48.5,Ground Pass,Left Foot
Jordan Pickford,England,3930181,63,2,Goal Kick,16.0,0,1,1,Complete,6.0,38.9,12.5,24.3,Ground Pass,Right Foot
Jan Oblak,Slovenia,3930181,65,2,Goal Kick,56.8,1,0,0,Incomplete,6.9,41.6,59.9,62.0,High Pass,Right Foot
Jan Oblak,Slovenia,3930181,75,2,Goal Kick,26.7,0,1,1,Complete,4.4,39.2,19.7,17.3,Ground Pass,Right Foot
Jan Oblak,Slovenia,3930181,93,2,Goal Kick,67.5,1,0,0,Incomplete,7.0,48.2,74.5,46.0,High Pass,Right Foot
Gianluigi Donnarumma,Italy,3930178,3,1,Goal Kick,21.5,0,1,1,Complete,6.0,34.3,15.4,53.6,Ground Pass,Right Foot
Dominik Livaković,Croatia,3930178,10,1,Goal Kick,17.1,0,1,1,Complete,7.0,45.8,19.3,57.7,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3930178,37,1,Goal Kick,29.5,0,1,1,Complete,5.6,35.9,22.9,59.8,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3930178,45,1,Goal Kick,63.9,1,0,0,Unknown,3.7,33.1,65.1,15.5,High Pass,Right Foot
Dominik Livaković,Croatia,3930178,61,2,Goal Kick,76.2,1,0,0,Incomplete,5.4,34.4,81.4,40.1,High Pass,Right Foot
Dominik Livaković,Croatia,3930178,87,2,Goal Kick,82.3,1,0,0,Out,5.2,40.6,76.8,0.1,High Pass,Right Foot
Gianluigi Donnarumma,Italy,3930178,89,2,Goal Kick,8.4,0,1,1,Complete,5.4,38.5,13.4,35.9,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3930178,95,2,Goal Kick,2.7,0,1,1,Complete,4.8,48.3,7.4,47.7,Ground Pass,Right Foot
Dominik Livaković,Croatia,3930160,6,1,Goal Kick,17.3,0,1,1,Complete,7.0,44.3,5.1,27.1,Ground Pass,Right Foot
Dominik Livaković,Croatia,3930160,10,1,Goal Kick,66.2,1,0,1,Complete,7.0,41.6,63.8,75.7,High Pass,Right Foot
Dominik Livaković,Croatia,3930160,11,1,Goal Kick,11.3,0,1,1,Complete,7.0,42.5,5.8,31.3,Ground Pass,Right Foot
Unai Simón Mendibil,Spain,3930160,13,1,Goal Kick,6.0,0,1,1,Complete,6.0,38.1,5.6,32.1,Ground Pass,Right Foot
Dominik Livaković,Croatia,3930160,26,1,Goal Kick,69.3,1,0,1,Complete,7.0,43.6,70.5,71.4,High Pass,Right Foot
Unai Simón Mendibil,Spain,3930160,33,1,Goal Kick,15.1,0,1,1,Complete,6.0,40.5,10.3,55.0,Ground Pass,Right Foot
Dominik Livaković,Croatia,3930160,35,1,Goal Kick,25.2,0,1,1,Complete,7.0,43.2,22.0,22.9,Ground Pass,Right Foot
Dominik Livaković,Croatia,3930160,37,1,Goal Kick,10.9,0,1,1,Complete,7.0,41.8,5.7,31.0,Ground Pass,Right Foot
Unai Simón Mendibil,Spain,3930160,41,1,Goal Kick,98.5,1,0,0,Out,6.0,34.2,98.4,0.1,High Pass,Right Foot
Dominik Livaković,Croatia,3930160,41,1,Goal Kick,9.3,0,1,1,Complete,7.0,44.2,13.5,37.6,Ground Pass,Right Foot
Unai Simón Mendibil,Spain,3930160,44,1,Goal Kick,78.9,1,0,1,Complete,6.0,35.3,78.4,4.0,High Pass,Right Foot
Unai Simón Mendibil,Spain,3930160,46,1,Goal Kick,76.0,1,0,0,Incomplete,6.0,41.4,78.5,64.1,High Pass,Right Foot
Dominik Livaković,Croatia,3930160,45,2,Goal Kick,14.1,0,1,1,Complete,5.4,40.8,8.5,54.6,Ground Pass,Left Foot
Unai Simón Mendibil,Spain,3930160,92,2,Goal Kick,75.2,1,0,0,Incomplete,7.0,40.6,74.2,6.9,High Pass,Right Foot
Jan Oblak,Slovenia,3930170,1,1,Goal Kick,31.3,0,1,1,Complete,7.0,40.2,19.0,11.3,Ground Pass,Right Foot
Jan Oblak,Slovenia,3930170,9,1,Goal Kick,8.8,0,1,1,Complete,7.0,40.9,5.6,49.6,Ground Pass,Right Foot
Predrag Rajković,Serbia,3930170,15,1,Goal Kick,73.3,1,0,0,Incomplete,6.0,35.3,73.2,6.0,High Pass,Right Foot
Jan Oblak,Slovenia,3930170,27,1,Goal Kick,42.6,1,0,1,Complete,6.8,41.4,32.8,7.6,High Pass,Right Foot
Jan Oblak,Slovenia,3930170,31,1,Goal Kick,33.6,1,0,1,Complete,7.0,39.6,17.3,7.6,Ground Pass,Right Foot
Predrag Rajković,Serbia,3930170,37,1,Goal Kick,69.9,1,0,1,Complete,6.0,40.7,74.1,24.8,High Pass,Right Foot
Predrag Rajković,Serbia,3930170,44,1,Goal Kick,70.0,1,0,1,Complete,6.0,36.1,69.3,6.1,High Pass,Right Foot
Jan Oblak,Slovenia,3930170,45,1,Goal Kick,60.5,1,0,0,Unknown,7.0,33.0,65.7,18.4,High Pass,Right Foot
Jan Oblak,Slovenia,3930170,65,2,Goal Kick,55.0,1,0,1,Complete,6.0,32.6,59.1,18.3,High Pass,Right Foot
Jan Oblak,Slovenia,3930170,66,2,Goal Kick,41.6,1,0,1,Complete,6.0,35.5,19.2,75.0,Ground Pass,Left Foot
Predrag Rajković,Serbia,3930170,67,2,Goal Kick,71.9,1,0,0,Incomplete,6.5,42.7,77.1,29.2,High Pass,Right Foot
Jan Oblak,Slovenia,3930170,75,2,Goal Kick,7.0,0,1,1,Complete,6.0,39.6,5.8,46.6,Ground Pass,Left Foot
Jan Oblak,Slovenia,3930170,77,2,Goal Kick,88.5,1,0,0,Incomplete,6.0,33.2,94.0,23.5,High Pass,Right Foot
Predrag Rajković,Serbia,3930170,78,2,Goal Kick,13.2,0,1,1,Complete,7.0,46.7,15.8,36.8,Ground Pass,Right Foot
Jan Oblak,Slovenia,3930170,82,2,Goal Kick,61.6,1,0,0,Incomplete,6.0,32.7,67.4,27.7,High Pass,Right Foot
Łukasz Skorupski,Poland,3938643,5,1,Goal Kick,12.4,0,1,1,Complete,6.9,36.1,11.5,24.6,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,13,1,Goal Kick,9.2,0,1,1,Complete,7.0,37.2,16.1,38.2,Ground Pass,Right Foot
Mike Maignan,France,3938643,17,1,Goal Kick,11.3,0,1,1,Complete,5.5,49.4,15.3,55.0,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,19,1,Goal Kick,8.3,0,1,1,Complete,6.9,31.3,7.8,23.0,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,26,1,Goal Kick,17.9,0,1,1,Complete,6.7,42.7,10.7,25.3,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,38,1,Goal Kick,80.9,1,0,1,Complete,6.5,39.2,86.3,52.4,High Pass,Right Foot
Łukasz Skorupski,Poland,3938643,39,1,Goal Kick,78.1,1,0,0,Incomplete,7.0,34.4,85.0,30.5,High Pass,Right Foot
Łukasz Skorupski,Poland,3938643,41,1,Goal Kick,58.9,1,0,1,Complete,6.5,32.5,65.2,37.0,High Pass,Right Foot
Mike Maignan,France,3938643,43,1,Goal Kick,15.3,0,1,1,Complete,2.5,33.0,8.6,47.0,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,45,1,Goal Kick,78.7,1,0,0,Incomplete,7.0,34.8,85.7,37.6,High Pass,Right Foot
Łukasz Skorupski,Poland,3938643,49,2,Goal Kick,19.5,0,1,1,Complete,6.0,35.2,24.9,30.6,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,60,2,Goal Kick,5.1,0,1,1,Complete,6.0,34.8,10.6,32.7,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,63,2,Goal Kick,5.0,0,1,1,Complete,6.0,39.2,9.7,35.9,Ground Pass,Right Foot
Łukasz Skorupski,Poland,3938643,69,2,Goal Kick,12.0,0,1,1,Complete,5.9,38.3,9.4,49.8,Ground Pass,Right Foot
Mike Maignan,France,3938643,72,2,Goal Kick,81.9,1,0,0,Incomplete,7.0,45.3,88.9,47.3,High Pass,Right Foot
Łukasz Skorupski,Poland,3938643,93,2,Goal Kick,78.0,1,0,0,Incomplete,6.0,32.9,77.3,64.6,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938641,3,1,Goal Kick,71.5,1,0,0,Incomplete,6.0,44.8,77.2,51.0,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938641,7,1,Goal Kick,71.6,1,0,0,Incomplete,6.0,44.8,76.4,57.8,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938641,32,1,Goal Kick,6.6,0,1,1,Complete,6.0,40.1,5.7,33.5,Ground Pass,Right Foot
Patrick Pentz,Austria,3938641,51,2,Goal Kick,17.0,0,1,1,Complete,3.3,35.7,13.7,49.2,Ground Pass,Right Foot
Patrick Pentz,Austria,3938641,80,2,Goal Kick,66.3,1,0,0,Unknown,3.5,42.8,69.5,36.2,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938641,83,2,Goal Kick,59.8,1,0,1,Complete,3.8,35.0,45.2,78.2,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938641,85,2,Goal Kick,21.5,0,1,1,Complete,6.6,44.6,26.9,51.7,Low Pass,Right Foot
Patrick Pentz,Austria,3938641,86,2,Goal Kick,62.4,1,0,0,Unknown,5.2,45.7,67.2,38.3,High Pass,Left Foot
Wojciech Szczęsny,Poland,3938641,91,2,Goal Kick,64.9,1,0,0,Incomplete,5.3,38.0,70.0,42.8,High Pass,Right Foot
Patrick Pentz,Austria,3938641,92,2,Goal Kick,72.0,1,0,0,Incomplete,5.7,46.0,75.7,62.8,High Pass,Left Foot
Wojciech Szczęsny,Poland,3938641,93,2,Goal Kick,20.9,0,1,1,Complete,5.8,35.2,12.2,55.1,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938642,15,1,Goal Kick,72.0,1,0,0,Incomplete,7.0,46.0,77.2,62.2,High Pass,Left Foot
Jindřich Staněk,Czech Republic,3938642,41,1,Goal Kick,25.7,0,1,1,Complete,5.2,41.9,19.7,20.7,Ground Pass,Right Foot
Jindřich Staněk,Czech Republic,3938642,57,2,Goal Kick,17.1,0,1,1,Complete,7.0,33.1,22.8,26.5,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938642,61,2,Goal Kick,73.6,1,0,0,Incomplete,6.0,46.4,78.3,60.4,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938642,63,2,Goal Kick,67.3,1,0,0,Incomplete,6.0,46.4,71.0,63.8,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938642,64,2,Goal Kick,69.8,1,0,0,Incomplete,6.0,45.9,73.6,63.4,High Pass,Left Foot
Jindřich Staněk,Czech Republic,3938642,70,2,Goal Kick,10.2,0,1,1,Complete,7.0,37.4,13.0,29.1,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938642,72,2,Goal Kick,65.1,1,0,0,Incomplete,6.0,45.8,68.3,64.7,High Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938642,73,2,Goal Kick,70.0,1,0,0,Out,6.0,44.6,66.4,80.0,High Pass,Left Foot
Jindřich Staněk,Czech Republic,3938642,75,2,Goal Kick,4.4,0,1,1,Complete,7.0,34.0,8.1,29.7,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938642,79,2,Goal Kick,72.6,1,0,0,Incomplete,6.0,40.6,73.0,68.5,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938642,86,2,Goal Kick,71.2,1,0,0,Incomplete,6.0,31.0,76.5,21.2,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938642,89,2,Goal Kick,67.5,1,0,0,Incomplete,6.0,31.3,73.2,24.5,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938642,90,2,Goal Kick,70.0,1,0,1,Complete,5.2,31.8,68.9,2.8,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938639,3,1,Goal Kick,65.6,1,0,0,Incomplete,6.0,39.9,69.7,24.1,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938639,5,1,Goal Kick,58.0,1,0,1,Complete,6.0,39.1,62.4,25.7,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938639,9,1,Goal Kick,50.3,1,0,0,Incomplete,6.0,42.2,55.4,32.8,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938639,10,1,Goal Kick,71.8,1,0,0,Incomplete,6.0,48.6,73.3,73.6,High Pass,Left Foot
Fehmi Mert Günok,Turkey,3938639,11,1,Goal Kick,28.9,0,1,1,Complete,7.0,45.6,35.8,43.7,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938639,20,1,Goal Kick,60.0,1,0,1,Complete,6.0,37.8,53.3,74.7,High Pass,Left Foot
Fehmi Mert Günok,Turkey,3938639,35,1,Goal Kick,52.3,1,0,1,Complete,7.0,33.8,57.2,19.2,High Pass,Right Foot
Fehmi Mert Günok,Turkey,3938639,37,1,Goal Kick,13.4,0,1,1,Complete,7.0,46.6,20.2,49.1,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938639,41,1,Goal Kick,71.2,1,0,0,Incomplete,5.2,44.0,75.0,58.2,High Pass,Left Foot
Fehmi Mert Günok,Turkey,3938639,62,2,Goal Kick,12.8,0,1,1,Complete,6.0,38.3,14.7,47.7,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938639,63,2,Goal Kick,69.6,1,0,0,Incomplete,6.1,42.0,72.1,64.2,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938639,87,2,Goal Kick,11.0,0,1,1,Complete,4.2,35.6,14.9,38.0,Ground Pass,Left Foot
Fehmi Mert Günok,Turkey,3938639,93,2,Goal Kick,74.1,1,0,0,Incomplete,5.6,39.9,79.7,41.4,High Pass,Right Foot
Fehmi Mert Günok,Turkey,3938639,94,2,Goal Kick,73.3,1,0,1,Complete,6.0,33.3,77.8,48.0,High Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,12,1,Goal Kick,30.6,0,1,1,Complete,7.0,38.2,16.5,67.3,Ground Pass,Left Foot
Andriy Lunin,Ukraine,3938638,19,1,Goal Kick,19.7,0,1,1,Complete,6.0,36.6,20.0,50.4,Ground Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,21,1,Goal Kick,16.9,0,1,1,Complete,7.0,38.8,16.9,25.1,Ground Pass,Right Foot
Andriy Lunin,Ukraine,3938638,36,1,Goal Kick,14.5,0,1,1,Complete,2.6,39.2,7.7,52.8,Ground Pass,Left Foot
Florin Constantin Niţă,Romania,3938638,40,1,Goal Kick,74.2,1,0,0,Incomplete,6.3,40.3,76.2,15.4,High Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,42,1,Goal Kick,63.6,1,0,1,Complete,7.0,39.8,64.5,12.7,High Pass,Right Foot
Andriy Lunin,Ukraine,3938638,45,2,Goal Kick,23.1,0,1,1,Complete,7.0,41.8,27.8,51.8,Ground Pass,Left Foot
Florin Constantin Niţă,Romania,3938638,49,2,Goal Kick,69.8,1,0,0,Incomplete,6.0,40.0,72.3,61.9,High Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,62,2,Goal Kick,72.9,1,0,1,Complete,6.0,38.5,76.6,20.5,High Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,64,2,Goal Kick,67.7,1,0,1,Complete,6.0,39.0,72.0,54.2,High Pass,Right Foot
Andriy Lunin,Ukraine,3938638,67,2,Goal Kick,24.8,0,1,1,Complete,7.0,42.5,11.7,18.2,Ground Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,84,2,Goal Kick,74.0,1,0,0,Incomplete,6.0,39.8,78.5,54.6,High Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,86,2,Goal Kick,67.7,1,0,1,Complete,4.4,38.2,70.3,22.8,High Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,87,2,Goal Kick,67.3,1,0,0,Unknown,5.5,41.5,70.7,58.1,High Pass,Right Foot
Florin Constantin Niţă,Romania,3938638,91,2,Goal Kick,72.1,1,0,0,Incomplete,5.9,43.4,78.0,44.2,High Pass,Right Foot
Anatolii Trubin,Ukraine,3938640,11,1,Goal Kick,20.0,0,1,1,Complete,7.0,46.4,21.1,60.6,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3938640,22,1,Goal Kick,19.6,0,1,1,Complete,6.0,42.8,22.8,52.8,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3938640,37,1,Goal Kick,23.3,0,1,1,Complete,6.0,42.6,27.2,52.2,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3938640,42,1,Goal Kick,80.2,1,0,0,Incomplete,6.0,43.2,85.0,56.8,High Pass,Right Foot
Anatolii Trubin,Ukraine,3938640,82,2,Goal Kick,67.2,1,0,0,Incomplete,5.7,39.5,70.1,58.8,High Pass,Right Foot
Anatolii Trubin,Ukraine,3938640,85,2,Goal Kick,71.8,1,0,1,Complete,5.9,39.5,70.1,71.6,High Pass,Right Foot
Anatolii Trubin,Ukraine,3938640,87,2,Goal Kick,67.6,1,0,0,Unknown,5.0,37.2,70.1,55.4,High Pass,Right Foot
Anatolii Trubin,Ukraine,3938640,89,2,Goal Kick,64.9,1,0,0,Incomplete,5.7,39.8,69.8,49.7,High Pass,Right Foot
Anatolii Trubin,Ukraine,3938640,95,2,Goal Kick,64.9,1,0,0,Unknown,5.8,42.5,66.8,64.7,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938637,42,1,Goal Kick,70.4,1,0,0,Incomplete,6.0,32.2,75.5,21.1,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938637,45,1,Goal Kick,68.5,1,0,0,Incomplete,5.4,44.5,73.5,51.5,High Pass,Right Foot
Wojciech Szczęsny,Poland,3938637,51,2,Goal Kick,35.0,1,0,1,Complete,7.0,48.4,29.0,75.6,High Pass,Left Foot
Wojciech Szczęsny,Poland,3938637,64,2,Goal Kick,9.9,0,1,1,Complete,7.0,37.8,8.2,28.0,Ground Pass,Right Foot
Wojciech Szczęsny,Poland,3938637,73,2,Goal Kick,69.8,1,0,0,Incomplete,7.0,47.9,76.0,58.7,High Pass,Right Foot
Bart Verbruggen,Netherlands,3938637,89,2,Goal Kick,83.2,1,0,0,Incomplete,6.0,44.6,89.1,48.8,High Pass,Right Foot
Bart Verbruggen,Netherlands,3938637,93,2,Goal Kick,74.4,1,0,0,Incomplete,6.0,45.9,77.2,67.6,High Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,10,1,Goal Kick,49.3,1,0,0,Out,6.0,35.2,40.6,0.1,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938644,18,1,Goal Kick,19.0,0,1,1,Complete,6.0,38.7,9.6,57.4,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,20,1,Goal Kick,13.6,0,1,1,Complete,6.0,43.4,13.8,54.5,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,28,1,Goal Kick,70.4,1,0,1,Complete,6.0,41.1,69.2,72.1,High Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,30,1,Goal Kick,15.5,0,1,1,Complete,6.0,35.2,13.8,48.6,Ground Pass,Right Foot
Diogo Meireles Costa,Portugal,3938644,32,1,Goal Kick,27.2,0,1,1,Complete,7.0,41.2,34.2,42.0,Ground Pass,Right Foot
Diogo Meireles Costa,Portugal,3938644,35,1,Goal Kick,42.2,1,0,1,Complete,7.0,35.5,42.0,12.0,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,43,1,Goal Kick,72.6,1,0,0,Incomplete,6.0,31.3,77.1,16.5,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938644,47,2,Goal Kick,25.3,0,1,1,Complete,6.1,46.6,16.5,69.7,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,66,2,Goal Kick,81.3,1,0,0,Out,6.9,46.8,81.1,80.0,High Pass,Left Foot
Diogo Meireles Costa,Portugal,3938644,71,2,Goal Kick,22.3,0,1,1,Complete,5.0,32.4,20.0,48.9,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,79,2,Goal Kick,74.6,1,0,0,Incomplete,6.3,49.6,78.3,69.0,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938644,83,2,Goal Kick,69.9,1,0,1,Complete,6.5,48.9,72.1,72.9,High Pass,Left Foot
Diogo Meireles Costa,Portugal,3938644,85,2,Goal Kick,23.7,0,1,1,Complete,5.8,43.4,27.0,32.7,Ground Pass,Right Foot
Giorgi Mamardashvili,Georgia,3938644,89,2,Goal Kick,67.7,1,0,0,Incomplete,6.7,46.6,74.1,53.4,High Pass,Left Foot
Giorgi Mamardashvili,Georgia,3938644,92,2,Goal Kick,72.1,1,0,0,Incomplete,6.5,33.1,78.5,36.7,High Pass,Left Foot
Koen Casteels,Belgium,3941019,6,1,Goal Kick,6.8,0,1,1,Complete,7.0,48.7,13.2,51.4,Ground Pass,Left Foot
Koen Casteels,Belgium,3941019,14,1,Goal Kick,10.8,0,1,1,Complete,7.0,31.9,13.9,23.6,Ground Pass,Right Foot
