gk_name,team,match_id,minute,period,pass_type,pass_length,is_long,is_short,is_complete,pass_outcome,start_x,start_y,end_x,end_y,pass_height,pass_body_part
Martin Dúbravka,Slovakia,3941017,23,1,Goal Kick,24.4,0,1,1,Complete,7.0,40.8,28.4,52.6,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3941017,42,1,Goal Kick,74.1,1,0,1,Complete,7.0,48.2,78.3,68.4,High Pass,Right Foot
Jordan Pickford,England,3941017,46,2,Goal Kick,15.7,0,1,1,Complete,3.6,34.8,8.5,49.7,Ground Pass,Left Foot
Jordan Pickford,England,3941017,54,2,Goal Kick,29.1,0,1,1,Complete,7.0,46.8,35.4,40.4,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3941017,61,2,Goal Kick,69.7,1,0,1,Complete,5.5,38.8,66.1,4.4,High Pass,Right Foot
Martin Dúbravka,Slovakia,3941017,69,2,Goal Kick,72.8,1,0,1,Complete,5.5,39.7,77.2,52.5,High Pass,Right Foot
Martin Dúbravka,Slovakia,3941017,77,2,Goal Kick,72.4,1,0,0,Incomplete,5.2,45.1,76.8,56.1,High Pass,Right Foot
Martin Dúbravka,Slovakia,3941017,81,2,Goal Kick,70.4,1,0,0,Incomplete,4.5,40.3,72.5,58.7,High Pass,Right Foot
Martin Dúbravka,Slovakia,3941017,93,2,Goal Kick,66.0,1,0,1,Complete,6.0,46.2,64.0,77.6,High Pass,Right Foot
Jordan Pickford,England,3941017,94,3,Goal Kick,67.7,1,0,1,Complete,6.0,47.5,71.8,63.3,High Pass,Right Foot
Jordan Pickford,England,3941017,105,3,Goal Kick,60.6,1,0,0,Incomplete,3.6,45.1,64.2,45.1,High Pass,Right Foot
Jordan Pickford,England,3941017,110,4,Goal Kick,73.5,1,0,0,Out,7.0,36.1,71.2,0.4,High Pass,Left Foot
Jordan Pickford,England,3941017,113,4,Goal Kick,62.8,1,0,0,Unknown,7.0,44.9,69.4,52.0,High Pass,Right Foot
Jordan Pickford,England,3941017,117,4,Goal Kick,66.9,1,0,0,Incomplete,7.0,33.8,71.0,14.3,High Pass,Left Foot
Jordan Pickford,England,3941017,119,4,Goal Kick,66.8,1,0,1,Complete,7.0,46.9,73.3,54.8,High Pass,Left Foot
Martin Dúbravka,Slovakia,3941017,120,4,Goal Kick,22.7,0,1,1,Complete,6.0,39.9,28.7,39.3,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3930182,11,1,Goal Kick,57.0,1,0,1,Complete,6.6,42.7,62.3,54.6,High Pass,Right Foot
Predrag Rajković,Serbia,3930182,16,1,Goal Kick,26.2,0,1,1,Complete,5.3,38.4,7.4,64.5,Ground Pass,Right Foot
Predrag Rajković,Serbia,3930182,23,1,Goal Kick,79.3,1,0,0,Incomplete,5.1,35.2,77.7,3.3,High Pass,Right Foot
Predrag Rajković,Serbia,3930182,38,1,Goal Kick,12.1,0,1,1,Complete,4.9,40.6,5.8,52.7,Ground Pass,Left Foot
Predrag Rajković,Serbia,3930182,58,2,Goal Kick,14.0,0,1,1,Complete,7.0,39.0,10.7,25.5,Ground Pass,Right Foot
Predrag Rajković,Serbia,3930182,59,2,Goal Kick,101.5,1,0,0,Incomplete,6.2,44.0,107.6,49.5,High Pass,Right Foot
Predrag Rajković,Serbia,3930182,61,2,Goal Kick,13.8,0,1,1,Complete,7.0,44.4,10.5,31.1,Ground Pass,Right Foot
Predrag Rajković,Serbia,3930182,67,2,Goal Kick,15.9,0,1,1,Complete,6.2,43.6,13.2,57.9,Ground Pass,Left Foot
Predrag Rajković,Serbia,3930182,72,2,Goal Kick,39.1,1,0,1,Complete,7.0,41.2,44.1,28.9,Low Pass,Right Foot
Kasper Schmeichel,Denmark,3930182,81,2,Goal Kick,98.8,1,0,0,Incomplete,6.0,38.6,104.5,46.7,High Pass,Right Foot
Kasper Schmeichel,Denmark,3930182,84,2,Goal Kick,79.8,1,0,1,Complete,5.3,43.4,78.1,10.8,High Pass,Right Foot
Kasper Schmeichel,Denmark,3930182,89,2,Goal Kick,67.9,1,0,0,Incomplete,6.0,39.7,73.0,28.5,High Pass,Right Foot
David Raya Martin,Spain,3930179,5,1,Goal Kick,15.2,0,1,1,Complete,2.7,41.6,7.6,27.2,Ground Pass,Right Foot
Thomas Strakosha,Albania,3930179,8,1,Goal Kick,38.4,1,0,1,Complete,6.0,39.8,15.4,2.6,Ground Pass,Right Foot
Thomas Strakosha,Albania,3930179,12,1,Goal Kick,65.8,1,0,1,Complete,6.0,39.3,67.9,17.0,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,17,1,Goal Kick,45.5,1,0,1,Complete,4.7,39.6,48.1,53.1,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,21,1,Goal Kick,82.8,1,0,0,Incomplete,5.4,39.8,87.9,32.2,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,36,1,Goal Kick,66.1,1,0,0,Incomplete,5.3,38.2,70.4,26.7,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,40,1,Goal Kick,79.1,1,0,0,Incomplete,6.0,46.2,80.9,71.7,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,44,1,Goal Kick,38.2,1,0,1,Complete,5.1,38.8,15.1,1.9,Low Pass,Right Foot
Thomas Strakosha,Albania,3930179,45,1,Goal Kick,58.0,1,0,0,Incomplete,5.9,40.6,63.9,39.8,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,47,2,Goal Kick,68.7,1,0,1,Complete,6.9,40.4,69.2,11.5,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,49,2,Goal Kick,14.4,0,1,1,Complete,6.9,43.2,15.1,55.0,Ground Pass,Right Foot
David Raya Martin,Spain,3930179,77,2,Goal Kick,68.5,1,0,1,Complete,6.0,34.4,68.9,7.4,High Pass,Right Foot
Thomas Strakosha,Albania,3930179,79,2,Goal Kick,52.6,1,0,1,Complete,7.0,40.8,51.2,12.3,High Pass,Right Foot
David Raya Martin,Spain,3930179,84,2,Goal Kick,72.5,1,0,1,Complete,5.8,35.8,72.2,6.8,High Pass,Right Foot
David Raya Martin,Spain,3930179,87,2,Goal Kick,68.5,1,0,0,Unknown,5.9,37.2,72.7,22.1,High Pass,Right Foot
David Raya Martin,Spain,3930179,94,2,Goal Kick,65.7,1,0,0,Unknown,5.3,36.4,69.4,21.8,High Pass,Right Foot
Kasper Schmeichel,Denmark,3940983,12,1,Goal Kick,45.6,1,0,1,Complete,6.0,38.5,35.2,3.5,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3940983,40,1,Goal Kick,70.2,1,0,1,Complete,6.0,44.1,76.0,49.1,High Pass,Right Foot
Kasper Schmeichel,Denmark,3940983,41,1,Goal Kick,15.1,0,1,1,Complete,6.0,39.6,10.3,25.1,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3940983,48,1,Goal Kick,62.7,1,0,1,Complete,6.0,38.1,57.0,1.7,High Pass,Right Foot
Kasper Schmeichel,Denmark,3940983,59,2,Goal Kick,10.5,0,1,1,Complete,6.1,38.8,11.4,29.7,Ground Pass,Right Foot
Manuel Neuer,Germany,3940983,80,2,Goal Kick,12.1,0,1,1,Complete,6.0,43.2,4.8,55.2,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3940983,88,2,Goal Kick,12.3,0,1,1,Complete,7.0,41.4,10.4,29.6,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3940878,2,1,Goal Kick,30.6,0,1,1,Complete,6.0,44.3,11.2,74.5,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3940878,11,1,Goal Kick,10.2,0,1,1,Complete,5.4,42.0,4.6,52.2,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3940878,22,1,Goal Kick,55.4,1,0,0,Incomplete,6.0,37.2,55.0,11.3,High Pass,Right Foot
Gianluigi Donnarumma,Italy,3940878,28,1,Goal Kick,12.9,0,1,1,Complete,4.3,37.2,2.3,49.9,Ground Pass,Left Foot
Gianluigi Donnarumma,Italy,3940878,58,2,Goal Kick,11.2,0,1,1,Complete,6.6,33.1,13.1,24.0,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3940878,65,2,Goal Kick,33.7,1,0,1,Complete,5.1,37.5,14.7,5.2,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3940878,78,2,Goal Kick,10.2,0,1,1,Complete,7.0,32.5,15.3,26.5,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3940878,83,2,Goal Kick,7.4,0,1,1,Complete,3.7,38.3,7.7,44.5,Ground Pass,Left Foot
Yann Sommer,Switzerland,3940878,85,2,Goal Kick,68.3,1,0,0,Incomplete,6.0,41.1,66.1,73.6,High Pass,Right Foot
Péter Gulácsi,Hungary,3930177,20,1,Goal Kick,59.7,1,0,1,Complete,7.0,34.0,63.5,14.6,High Pass,Right Foot
Péter Gulácsi,Hungary,3930177,23,1,Goal Kick,62.1,1,0,0,Incomplete,7.0,34.6,65.6,14.1,High Pass,Right Foot
Angus Gunn,Scotland,3930177,40,1,Goal Kick,79.7,1,0,0,Incomplete,6.0,44.8,85.4,51.4,High Pass,Right Foot
Angus Gunn,Scotland,3930177,64,2,Goal Kick,8.4,0,1,1,Complete,7.0,42.6,15.4,42.6,Ground Pass,Right Foot
Angus Gunn,Scotland,3930177,88,2,Goal Kick,67.1,1,0,1,Complete,7.0,33.9,71.4,15.1,High Pass,Right Foot
Angus Gunn,Scotland,3930177,90,2,Goal Kick,74.4,1,0,0,Incomplete,7.0,43.1,80.6,32.1,High Pass,Right Foot
Péter Gulácsi,Hungary,3930177,93,2,Goal Kick,67.8,1,0,0,Incomplete,5.6,41.1,73.0,48.2,High Pass,Right Foot
Angus Gunn,Scotland,3930177,96,2,Goal Kick,19.6,0,1,1,Complete,5.0,45.7,14.9,28.8,Ground Pass,Right Foot
Bart Verbruggen,Netherlands,3930173,14,1,Goal Kick,49.7,1,0,1,Complete,6.3,36.6,46.0,6.7,Ground Pass,Right Foot
Bart Verbruggen,Netherlands,3930173,20,1,Goal Kick,11.6,0,1,1,Complete,5.5,43.8,12.5,53.1,Ground Pass,Right Foot
Bart Verbruggen,Netherlands,3930173,27,1,Goal Kick,22.1,0,1,1,Complete,5.9,36.9,26.3,45.4,Ground Pass,Right Foot
Bart Verbruggen,Netherlands,3930173,52,2,Goal Kick,16.1,0,1,1,Complete,5.3,39.5,12.8,53.8,Ground Pass,Left Foot
Bart Verbruggen,Netherlands,3930173,60,2,Goal Kick,20.9,0,1,1,Complete,6.0,43.4,22.8,55.8,Ground Pass,Right Foot
Bart Verbruggen,Netherlands,3930173,74,2,Goal Kick,12.2,0,1,1,Complete,5.4,45.7,12.8,55.4,Ground Pass,Right Foot
Bart Verbruggen,Netherlands,3930173,81,2,Goal Kick,10.3,0,1,1,Complete,5.9,42.9,9.6,52.5,Ground Pass,Right Foot
Mike Maignan,France,3930173,94,2,Goal Kick,19.8,0,1,1,Complete,7.0,38.8,18.6,22.8,Ground Pass,Right Foot
Bart Verbruggen,Netherlands,3930173,95,2,Goal Kick,76.8,1,0,0,Unknown,5.8,45.2,81.9,55.8,High Pass,Right Foot
Gianluigi Donnarumma,Italy,3930172,10,1,Goal Kick,12.2,0,1,1,Complete,7.0,39.1,8.9,51.2,Ground Pass,Right Foot
Gianluigi Donnarumma,Italy,3930172,26,1,Goal Kick,64.0,1,0,1,Complete,7.0,47.6,66.9,70.2,High Pass,Right Foot
Unai Simón Mendibil,Spain,3930172,45,1,Goal Kick,56.4,1,0,0,Incomplete,6.0,44.6,62.0,51.2,High Pass,Right Foot
Gianluigi Donnarumma,Italy,3930172,60,2,Goal Kick,15.5,0,1,1,Complete,5.7,39.0,6.5,23.5,Ground Pass,Right Foot
Unai Simón Mendibil,Spain,3930172,74,2,Goal Kick,71.5,1,0,0,Incomplete,6.4,48.4,77.6,55.2,High Pass,Right Foot
Unai Simón Mendibil,Spain,3930172,90,2,Goal Kick,47.3,1,0,1,Complete,6.9,47.4,54.1,50.2,High Pass,Right Foot
Dominik Livaković,Croatia,3930167,15,1,Goal Kick,10.1,0,1,1,Complete,6.0,39.9,6.8,50.0,Ground Pass,Left Foot
Thomas Strakosha,Albania,3930167,20,1,Goal Kick,68.4,1,0,0,Incomplete,5.7,44.1,71.5,25.6,High Pass,Right Foot
Thomas Strakosha,Albania,3930167,26,1,Goal Kick,74.0,1,0,1,Complete,7.0,40.8,80.9,44.5,High Pass,Right Foot
Dominik Livaković,Croatia,3930167,29,1,Goal Kick,34.8,1,0,1,Complete,6.0,40.0,9.9,74.6,High Pass,Right Foot
Dominik Livaković,Croatia,3930167,31,1,Goal Kick,76.9,1,0,0,Incomplete,6.0,38.8,82.3,29.4,High Pass,Right Foot
Thomas Strakosha,Albania,3930167,42,1,Goal Kick,70.1,1,0,1,Complete,7.0,42.0,69.5,10.2,High Pass,Right Foot
Thomas Strakosha,Albania,3930167,48,2,Goal Kick,15.6,0,1,1,Complete,5.4,38.7,7.0,23.2,Ground Pass,Right Foot
Thomas Strakosha,Albania,3930167,50,2,Goal Kick,88.8,1,0,0,Incomplete,5.7,39.6,90.2,12.3,High Pass,Right Foot
Thomas Strakosha,Albania,3930167,52,2,Goal Kick,70.9,1,0,1,Complete,6.0,40.4,75.7,27.5,High Pass,Right Foot
Thomas Strakosha,Albania,3930167,54,2,Goal Kick,17.3,0,1,1,Complete,6.0,38.5,7.7,55.7,Ground Pass,Left Foot
Thomas Strakosha,Albania,3930167,57,2,Goal Kick,64.3,1,0,1,Complete,6.0,37.4,69.7,28.6,High Pass,Right Foot
Dominik Livaković,Croatia,3930167,66,2,Goal Kick,29.7,0,1,1,Complete,7.0,39.1,33.7,26.2,Ground Pass,Right Foot
Thomas Strakosha,Albania,3930167,68,2,Goal Kick,72.6,1,0,1,Complete,6.0,39.5,76.4,21.7,High Pass,Right Foot
Thomas Strakosha,Albania,3930167,72,2,Goal Kick,67.1,1,0,0,Incomplete,5.4,34.1,72.4,30.3,High Pass,Right Foot
Péter Gulácsi,Hungary,3930168,9,1,Goal Kick,71.9,1,0,1,Complete,7.0,34.9,71.6,3.3,High Pass,Right Foot
Péter Gulácsi,Hungary,3930168,19,1,Goal Kick,67.5,1,0,0,Unknown,7.0,35.0,70.5,12.2,High Pass,Right Foot
Péter Gulácsi,Hungary,3930168,21,1,Goal Kick,61.7,1,0,1,Complete,6.8,36.4,64.1,13.6,High Pass,Right Foot
Péter Gulácsi,Hungary,3930168,32,1,Goal Kick,20.0,0,1,1,Complete,4.8,39.9,8.3,20.2,Ground Pass,Right Foot
Péter Gulácsi,Hungary,3930168,41,1,Goal Kick,21.8,0,1,1,Complete,5.9,37.5,20.1,21.0,Ground Pass,Right Foot
Manuel Neuer,Germany,3930168,58,2,Goal Kick,6.6,0,1,1,Complete,5.1,40.9,8.7,35.4,Ground Pass,Right Foot
Manuel Neuer,Germany,3930168,59,2,Goal Kick,26.7,0,1,1,Complete,7.0,46.4,23.6,67.3,Ground Pass,Right Foot
Péter Gulácsi,Hungary,3930168,61,2,Goal Kick,17.8,0,1,1,Complete,6.0,41.0,9.3,58.5,Ground Pass,Right Foot
Manuel Neuer,Germany,3930168,64,2,Goal Kick,20.1,0,1,1,Complete,7.0,39.1,27.0,37.4,Ground Pass,Right Foot
Péter Gulácsi,Hungary,3930168,69,2,Goal Kick,41.3,1,0,1,Complete,6.0,45.3,34.5,75.2,Low Pass,Right Foot
Péter Gulácsi,Hungary,3930168,76,2,Goal Kick,19.8,0,1,1,Complete,2.0,44.7,6.8,25.5,Ground Pass,Right Foot
Péter Gulácsi,Hungary,3930168,86,2,Goal Kick,31.9,0,1,1,Complete,6.0,50.0,28.9,72.2,Ground Pass,Right Foot
Mike Maignan,France,3930165,21,1,Goal Kick,18.5,0,1,1,Complete,5.0,41.5,16.5,27.0,Ground Pass,Right Foot
Mike Maignan,France,3930165,35,1,Goal Kick,7.3,0,1,1,Complete,6.0,42.9,13.2,44.2,Ground Pass,Right Foot
Patrick Pentz,Austria,3930165,50,2,Goal Kick,21.6,0,1,1,Complete,6.0,34.1,20.8,18.4,Ground Pass,Right Foot
Patrick Pentz,Austria,3930165,53,2,Goal Kick,20.6,0,1,1,Complete,6.0,33.4,22.5,21.1,Ground Pass,Right Foot
Patrick Pentz,Austria,3930165,55,2,Goal Kick,95.0,1,0,0,Unknown,6.0,34.1,98.4,11.9,High Pass,Right Foot
Mike Maignan,France,3930165,57,2,Goal Kick,67.8,1,0,1,Complete,7.0,46.2,67.3,77.2,High Pass,Right Foot
Patrick Pentz,Austria,3930165,61,2,Goal Kick,9.3,0,1,1,Complete,6.0,34.7,14.7,37.9,Ground Pass,Right Foot
Mike Maignan,France,3930165,62,2,Goal Kick,68.7,1,0,0,Incomplete,7.0,36.4,71.1,11.8,High Pass,Right Foot
Patrick Pentz,Austria,3930165,64,2,Goal Kick,8.6,0,1,1,Complete,4.6,37.6,9.9,44.4,Ground Pass,Left Foot
Patrick Pentz,Austria,3930165,72,2,Goal Kick,20.4,0,1,1,Complete,6.0,33.2,26.3,30.8,Ground Pass,Right Foot
Mike Maignan,France,3930165,76,2,Goal Kick,25.9,0,1,1,Complete,7.0,34.4,19.9,11.9,Ground Pass,Right Foot
Koen Casteels,Belgium,3930164,8,1,Goal Kick,42.4,1,0,1,Complete,6.7,42.1,49.0,44.2,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,16,1,Goal Kick,55.0,1,0,0,Incomplete,6.0,35.5,53.1,7.1,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,20,1,Goal Kick,51.0,1,0,0,Incomplete,6.0,37.1,55.7,25.5,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,41,1,Goal Kick,71.1,1,0,0,Incomplete,5.9,43.9,74.2,63.6,High Pass,Right Foot
Koen Casteels,Belgium,3930164,47,2,Goal Kick,29.3,0,1,1,Complete,5.7,46.2,14.9,74.0,Ground Pass,Left Foot
Koen Casteels,Belgium,3930164,51,2,Goal Kick,47.5,1,0,1,Complete,6.0,45.2,45.4,71.8,High Pass,Right Foot
Koen Casteels,Belgium,3930164,53,2,Goal Kick,16.9,0,1,1,Complete,6.0,40.4,6.2,23.5,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,61,2,Goal Kick,12.6,0,1,1,Complete,7.0,39.5,19.2,36.4,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,64,2,Goal Kick,93.4,1,0,0,Incomplete,7.0,47.0,90.4,4.9,High Pass,Right Foot
Koen Casteels,Belgium,3930164,70,2,Goal Kick,43.0,1,0,1,Complete,6.0,45.8,22.4,6.0,Ground Pass,Right Foot
Koen Casteels,Belgium,3930164,78,2,Goal Kick,29.6,0,1,1,Complete,3.2,44.3,14.7,71.6,Ground Pass,Left Foot
Martin Dúbravka,Slovakia,3930164,80,2,Goal Kick,79.3,1,0,0,Incomplete,7.0,35.3,82.6,11.2,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,91,2,Goal Kick,67.3,1,0,1,Complete,7.0,46.5,72.3,62.9,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,95,2,Goal Kick,66.3,1,0,1,Complete,7.0,34.5,68.8,10.5,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930164,97,2,Goal Kick,73.2,1,0,1,Complete,7.0,32.8,77.2,11.9,High Pass,Right Foot
Thomas Strakosha,Albania,3930161,2,1,Goal Kick,65.1,1,0,1,Complete,5.0,39.4,64.4,12.7,High Pass,Right Foot
Thomas Strakosha,Albania,3930161,7,1,Goal Kick,59.5,1,0,1,Complete,6.0,39.5,63.7,25.0,High Pass,Right Foot
Thomas Strakosha,Albania,3930161,14,1,Goal Kick,14.9,0,1,1,Complete,5.8,37.1,9.6,22.7,Ground Pass,Right Foot
Thomas Strakosha,Albania,3930161,18,1,Goal Kick,72.9,1,0,0,Unknown,4.8,38.7,77.5,33.9,High Pass,Right Foot
Thomas Strakosha,Albania,3930161,24,1,Goal Kick,9.0,0,1,1,Complete,6.0,39.8,15.0,39.5,Ground Pass,Right Foot
Thomas Strakosha,Albania,3930161,46,1,Goal Kick,67.8,1,0,0,Incomplete,6.0,39.4,73.1,29.8,High Pass,Right Foot
Thomas Strakosha,Albania,3930161,59,2,Goal Kick,67.5,1,0,1,Complete,6.9,41.3,70.8,63.0,High Pass,Right Foot
Gianluigi Donnarumma,Italy,3930161,90,2,Goal Kick,58.2,1,0,0,Incomplete,5.5,33.0,63.5,27.7,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,4,1,Goal Kick,55.8,1,0,1,Complete,7.0,39.0,50.0,3.5,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,9,1,Goal Kick,66.8,1,0,1,Complete,7.0,41.6,63.6,77.0,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930183,10,1,Goal Kick,22.8,0,1,1,Complete,6.0,33.6,24.1,19.8,Ground Pass,Right Foot
Martin Dúbravka,Slovakia,3930183,12,1,Goal Kick,19.1,0,1,1,Complete,6.0,42.5,10.4,23.9,Ground Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,22,1,Goal Kick,59.2,1,0,1,Complete,7.0,42.3,52.2,4.0,Low Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,29,1,Goal Kick,62.4,1,0,0,Out,7.0,39.9,55.3,0.4,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,31,1,Goal Kick,59.8,1,0,0,Incomplete,6.4,39.8,55.7,73.7,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930183,41,1,Goal Kick,74.5,1,0,0,Incomplete,5.5,43.3,79.4,52.4,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930183,43,1,Goal Kick,82.5,1,0,0,Incomplete,5.6,48.5,87.8,55.8,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,43,1,Goal Kick,68.8,1,0,0,Incomplete,6.9,40.4,68.6,10.0,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930183,60,2,Goal Kick,17.5,0,1,1,Complete,7.0,41.1,15.0,25.5,Ground Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,66,2,Goal Kick,47.2,1,0,1,Complete,5.7,35.3,47.3,12.9,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,75,2,Goal Kick,60.0,1,0,0,Incomplete,5.8,37.1,61.0,13.6,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,79,2,Goal Kick,64.1,1,0,0,Unknown,5.6,43.3,66.7,62.7,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,84,2,Goal Kick,66.1,1,0,0,Incomplete,5.0,46.3,70.7,53.3,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930183,86,2,Goal Kick,69.4,1,0,0,Incomplete,6.3,35.5,69.7,7.2,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,90,2,Goal Kick,68.5,1,0,0,Incomplete,4.5,44.1,71.9,56.2,High Pass,Right Foot
Martin Dúbravka,Slovakia,3930183,92,2,Goal Kick,65.7,1,0,0,Incomplete,5.5,36.0,69.0,19.2,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930183,94,2,Goal Kick,53.2,1,0,0,Unknown,6.0,45.9,58.7,38.6,High Pass,Right Foot
Koen Casteels,Belgium,3930175,2,1,Goal Kick,12.7,0,1,1,Complete,6.0,41.4,5.9,28.7,Ground Pass,Right Foot
Koen Casteels,Belgium,3930175,5,1,Goal Kick,71.6,1,0,0,Incomplete,6.0,41.3,72.0,69.0,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930175,14,1,Goal Kick,51.2,1,0,0,Out,6.9,43.7,34.6,0.6,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930175,18,1,Goal Kick,69.7,1,0,0,Incomplete,7.0,41.1,76.5,35.6,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930175,40,1,Goal Kick,62.5,1,0,0,Incomplete,6.5,37.0,62.7,9.6,High Pass,Right Foot
Koen Casteels,Belgium,3930175,45,1,Goal Kick,68.2,1,0,0,Incomplete,5.9,41.7,74.0,38.2,High Pass,Left Foot
Koen Casteels,Belgium,3930175,47,2,Goal Kick,70.6,1,0,1,Complete,7.0,43.8,77.5,46.8,High Pass,Left Foot
Florin Constantin Niţă,Romania,3930175,49,2,Goal Kick,37.9,1,0,0,Incomplete,6.0,38.4,31.7,10.6,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930175,52,2,Goal Kick,58.7,1,0,1,Complete,4.8,40.8,63.2,34.6,Ground Pass,Right Foot
Koen Casteels,Belgium,3930175,56,2,Goal Kick,69.8,1,0,0,Incomplete,7.0,41.5,76.4,48.5,High Pass,Left Foot
Florin Constantin Niţă,Romania,3930175,62,2,Goal Kick,10.5,0,1,1,Complete,6.0,39.3,10.3,48.9,High Pass,Right Foot
Florin Constantin Niţă,Romania,3930175,67,2,Goal Kick,62.0,1,0,1,Complete,5.6,38.4,63.6,16.4,High Pass,Right Foot
Koen Casteels,Belgium,3930175,74,2,Goal Kick,73.6,1,0,0,Incomplete,5.2,43.4,76.8,60.5,High Pass,Right Foot
Koen Casteels,Belgium,3930175,83,2,Goal Kick,81.4,1,0,0,Unknown,6.9,44.0,88.0,51.1,High Pass,Left Foot
Florin Constantin Niţă,Romania,3930175,84,2,Goal Kick,37.2,1,0,1,Complete,6.0,39.5,17.6,4.2,Ground Pass,Right Foot
Florin Constantin Niţă,Romania,3930175,87,2,Goal Kick,73.0,1,0,0,Incomplete,5.6,36.7,73.2,64.3,High Pass,Right Foot
Angus Gunn,Scotland,3930158,3,1,Goal Kick,88.5,1,0,0,Incomplete,6.0,43.1,94.3,49.7,High Pass,Right Foot
Manuel Neuer,Germany,3930158,20,1,Goal Kick,24.0,0,1,1,Complete,7.0,41.5,22.8,23.4,Ground Pass,Right Foot
Angus Gunn,Scotland,3930158,52,2,Goal Kick,70.6,1,0,1,Complete,7.0,44.2,73.3,68.4,High Pass,Right Foot
Angus Gunn,Scotland,3930158,57,2,Goal Kick,71.1,1,0,1,Complete,6.8,42.9,71.6,72.2,High Pass,Right Foot
Angus Gunn,Scotland,3930158,60,2,Goal Kick,69.8,1,0,0,Incomplete,6.8,44.0,72.6,67.4,High Pass,Right Foot
Angus Gunn,Scotland,3930158,66,2,Goal Kick,76.9,1,0,0,Unknown,6.8,44.7,77.3,75.5,High Pass,Right Foot
Manuel Neuer,Germany,3930158,69,2,Goal Kick,4.5,0,1,1,Complete,5.7,45.3,10.1,44.4,Ground Pass,Right Foot
Angus Gunn,Scotland,3930158,70,2,Goal Kick,82.5,1,0,1,Complete,7.0,44.9,82.7,77.7,High Pass,Right Foot
Angus Gunn,Scotland,3930158,80,2,Goal Kick,68.1,1,0,0,Incomplete,7.0,43.7,73.2,59.7,High Pass,Right Foot
Angus Gunn,Scotland,3930158,81,2,Goal Kick,74.9,1,0,0,Incomplete,7.0,38.7,79.5,20.0,High Pass,Right Foot
Angus Gunn,Scotland,3930158,85,2,Goal Kick,74.6,1,0,0,Incomplete,7.0,35.9,77.1,10.5,High Pass,Right Foot
Angus Gunn,Scotland,3930158,85,2,Goal Kick,71.6,1,0,1,Complete,6.5,39.0,71.6,9.2,High Pass,Right Foot
