gk_name,team,match_id,minute,period,action_type,action_category,action_outcome,action_x,action_y,body_part,technique
Thomas Strakosha,Albania,3930167,46,2,Shot Faced,Save,,1.2,40.8,,
Thomas Strakosha,Albania,3930167,49,2,Shot Saved,Save,In Play Safe,2.6,37.0,Right Hand,Standing
Thomas Strakosha,Albania,3930167,50,2,Shot Faced,Save,,1.8,37.7,,
Thomas Strakosha,Albania,3930167,52,2,Shot Saved,Save,Saved Twice,2.5,41.5,Both Hands,Standing
Thomas Strakosha,Albania,3930167,53,2,Shot Faced,Save,,2.0,38.5,,
Thomas Strakosha,Albania,3930167,54,2,Keeper Sweeper,Sweeper,Claim,0.9,23.0,,
Thomas Strakosha,Albania,3930167,56,2,Shot Faced,Save,,1.4,39.9,,
Thomas Strakosha,Albania,3930167,57,2,Shot Faced,Save,,0.8,40.8,,
Thomas Strakosha,Albania,3930167,58,2,Shot Faced,Save,,2.3,39.0,,
Thomas Strakosha,Albania,3930167,60,2,Shot Saved,Save,Success,2.8,41.8,Both Hands,Diving
Dominik Livaković,Croatia,3930167,62,2,Shot Saved,Save,Success,1.7,39.7,Both Hands,Standing
Dominik Livaković,Croatia,3930167,66,2,Shot Faced,Save,,4.0,37.2,,
Thomas Strakosha,Albania,3930167,67,2,Collected,Other,Success,3.7,38.2,,
Thomas Strakosha,Albania,3930167,68,2,Shot Faced,Save,,1.0,39.3,,
Dominik Livaković,Croatia,3930167,72,2,Shot Saved,Save,Success,3.0,41.1,Both Hands,Standing
Thomas Strakosha,Albania,3930167,73,2,Goal Conceded,Other,No Touch,5.5,42.0,,Standing
Thomas Strakosha,Albania,3930167,74,2,Punch,Punch,In Play Danger,4.2,32.9,,
Thomas Strakosha,Albania,3930167,74,2,Smother,Smother,Won,5.8,33.8,,
Thomas Strakosha,Albania,3930167,75,2,Shot Faced,Save,,2.1,48.9,,
Thomas Strakosha,Albania,3930167,79,2,Shot Saved,Save,Success,4.1,41.0,Both Hands,Standing
Thomas Strakosha,Albania,3930167,87,2,Shot Faced,Save,,3.6,39.9,,
Thomas Strakosha,Albania,3930167,88,2,Shot Saved,Save,Success,1.9,43.8,Both Hands,Standing
Dominik Livaković,Croatia,3930167,89,2,Shot Saved,Save,In Play Danger,4.3,38.9,Both Hands,Standing
Dominik Livaković,Croatia,3930167,92,2,Shot Faced,Save,,1.0,41.8,,
Dominik Livaković,Croatia,3930167,94,2,Goal Conceded,Other,No Touch,2.2,40.6,,Diving
Dominik Livaković,Croatia,3930167,96,2,Shot Faced,Save,,1.4,41.4,,
Thomas Strakosha,Albania,3930167,98,2,Shot Saved,Save,In Play Danger,4.3,42.0,Both Hands,Standing
Manuel Neuer,Germany,3930168,0,1,Shot Saved,Save,In Play Safe,5.6,43.8,Right Foot,Standing
Péter Gulácsi,Hungary,3930168,4,1,Shot Saved,Save,Success,2.2,38.5,Both Hands,Standing
Manuel Neuer,Germany,3930168,5,1,Shot Faced,Save,,2.1,35.9,,
Péter Gulácsi,Hungary,3930168,10,1,Shot Saved,Save,In Play Danger,2.7,35.4,Right Hand,Standing
Péter Gulácsi,Hungary,3930168,11,1,Shot Faced,Save,,0.8,37.3,,
Manuel Neuer,Germany,3930168,14,1,Shot Faced,Save,,1.8,40.7,,
Péter Gulácsi,Hungary,3930168,21,1,Goal Conceded,Other,No Touch,5.8,43.5,,Standing
Manuel Neuer,Germany,3930168,25,1,Shot Saved,Save,In Play Danger,2.1,40.2,Both Hands,Diving
Manuel Neuer,Germany,3930168,25,1,Shot Faced,Save,,0.1,43.6,,
Manuel Neuer,Germany,3930168,25,1,Keeper Sweeper,Sweeper,Clear,1.9,41.8,Left Foot,
Péter Gulácsi,Hungary,3930168,26,1,Shot Faced,Save,,2.4,39.2,,
Manuel Neuer,Germany,3930168,28,1,Shot Faced,Save,,3.0,42.7,,
Manuel Neuer,Germany,3930168,29,1,Shot Faced,Save,,1.7,38.3,,
Péter Gulácsi,Hungary,3930168,36,1,Shot Faced,Save,,1.2,39.8,,
Péter Gulácsi,Hungary,3930168,41,1,Shot Faced,Save,,2.4,37.9,,
Péter Gulácsi,Hungary,3930168,43,1,Shot Faced,Save,,1.7,37.7,,
Péter Gulácsi,Hungary,3930168,45,2,Shot Faced,Save,,1.3,38.7,,
Péter Gulácsi,Hungary,3930168,46,2,Punch,Punch,In Play Danger,2.4,38.9,,
Péter Gulácsi,Hungary,3930168,54,2,Punch,Punch,In Play Safe,2.0,36.7,,
Péter Gulácsi,Hungary,3930168,54,2,Shot Saved,Save,In Play Danger,4.1,38.4,Left Hand,Standing
Manuel Neuer,Germany,3930168,57,2,Shot Faced,Save,,1.7,37.3,,
Manuel Neuer,Germany,3930168,57,2,Shot Faced,Save,,1.5,38.7,,
Manuel Neuer,Germany,3930168,59,2,Shot Faced,Save,,0.8,40.2,,
Péter Gulácsi,Hungary,3930168,61,2,Shot Faced,Save,,3.1,40.3,,
Péter Gulácsi,Hungary,3930168,64,2,Keeper Sweeper,Sweeper,Claim,12.7,36.3,,
Péter Gulácsi,Hungary,3930168,66,2,Goal Conceded,Other,No Touch,1.9,42.6,,Standing
Péter Gulácsi,Hungary,3930168,68,2,Shot Faced,Save,,1.8,36.2,,
Péter Gulácsi,Hungary,3930168,71,2,Collected,Other,Success,7.5,42.3,,
Péter Gulácsi,Hungary,3930168,73,2,Shot Saved,Save,In Play Danger,2.3,37.6,Both Hands,Standing
Péter Gulácsi,Hungary,3930168,74,2,Shot Saved,Save,Touched Out,2.9,38.3,Right Hand,Diving
Péter Gulácsi,Hungary,3930168,75,2,Punch,Punch,In Play Safe,3.3,39.3,,
Péter Gulácsi,Hungary,3930168,76,2,Shot Faced,Save,,0.8,40.1,,
Péter Gulácsi,Hungary,3930168,80,2,Shot Faced,Save,,1.4,43.1,,
Péter Gulácsi,Hungary,3930168,86,2,Shot Faced,Save,,0.7,38.8,,
Péter Gulácsi,Hungary,3930168,87,2,Shot Faced,Save,,2.3,37.1,,
Manuel Neuer,Germany,3930168,89,2,Collected,Other,Fail,6.0,41.2,,
Manuel Neuer,Germany,3930168,89,2,Shot Faced,Save,,6.8,42.9,,
Patrick Pentz,Austria,3930165,7,1,Shot Saved,Save,Touched Out,2.3,43.9,Right Hand,Standing
Patrick Pentz,Austria,3930165,12,1,Shot Faced,Save,,1.2,44.3,,
Patrick Pentz,Austria,3930165,18,1,Shot Faced,Save,,3.2,37.4,,
Patrick Pentz,Austria,3930165,18,1,Shot Faced,Save,,1.2,37.4,,
Mike Maignan,France,3930165,23,1,Collected,Other,Success,5.8,36.4,,
Patrick Pentz,Austria,3930165,32,1,Shot Faced,Save,,1.9,42.0,,
Mike Maignan,France,3930165,33,1,Keeper Sweeper,Sweeper,Claim,8.0,45.6,,
Mike Maignan,France,3930165,35,1,Shot Saved,Save,Touched Out,6.6,41.4,Right Foot,Standing
Mike Maignan,France,3930165,41,1,Shot Faced,Save,,1.2,40.5,,
Patrick Pentz,Austria,3930165,45,1,Keeper Sweeper,Sweeper,Claim,8.4,25.8,,
Mike Maignan,France,3930165,47,2,Shot Faced,Save,,2.1,37.4,,
Patrick Pentz,Austria,3930165,54,2,Shot Faced,Save,,8.0,41.1,,
Patrick Pentz,Austria,3930165,59,2,Keeper Sweeper,Sweeper,Claim,10.0,18.2,,
Patrick Pentz,Austria,3930165,63,2,Shot Faced,Save,,1.6,36.9,,
Patrick Pentz,Austria,3930165,65,2,Shot Faced,Save,,2.5,44.1,,
Patrick Pentz,Austria,3930165,65,2,Shot Faced,Save,,1.5,36.6,,
Patrick Pentz,Austria,3930165,66,2,Shot Saved,Save,In Play Danger,2.3,35.6,Right Hand,Standing
Patrick Pentz,Austria,3930165,72,2,Shot Faced,Save,,3.8,44.1,,
Mike Maignan,France,3930165,75,2,Punch,Punch,In Play Safe,2.8,51.1,,
Mike Maignan,France,3930165,77,2,Shot Saved,Save,Success,5.5,30.9,Both Hands,Standing
Patrick Pentz,Austria,3930165,82,2,Shot Saved,Save,Success,1.6,42.7,Both Hands,Standing
Patrick Pentz,Austria,3930165,84,2,Shot Faced,Save,,0.7,40.5,,
Mike Maignan,France,3930165,91,2,Shot Saved,Save,Success,2.3,36.5,Both Hands,Standing
Patrick Pentz,Austria,3930165,94,2,Shot Faced,Save,,1.7,41.9,,
Mike Maignan,France,3930165,97,2,Punch,Punch,In Play Safe,4.3,43.8,,
Martin Dúbravka,Slovakia,3930164,2,1,Shot Faced,Save,,1.7,39.1,,
Martin Dúbravka,Slovakia,3930164,2,1,Shot Saved,Save,In Play Danger,2.0,40.7,Chest,Standing
Martin Dúbravka,Slovakia,3930164,5,1,Collected,Other,Collected Twice,7.1,41.0,,
Koen Casteels,Belgium,3930164,6,1,Shot Saved,Save,In Play Danger,2.7,42.4,Both Hands,Standing
Koen Casteels,Belgium,3930164,6,1,Goal Conceded,Other,No Touch,1.6,44.1,,Standing
Koen Casteels,Belgium,3930164,14,1,Keeper Sweeper,Sweeper,Claim,16.5,60.4,,
Martin Dúbravka,Slovakia,3930164,15,1,Shot Faced,Save,,2.0,37.4,,
Martin Dúbravka,Slovakia,3930164,20,1,Shot Faced,Save,,13.1,49.0,,
Koen Casteels,Belgium,3930164,22,1,Shot Faced,Save,,2.8,38.4,,
Koen Casteels,Belgium,3930164,30,1,Shot Saved,Save,Success,2.1,40.9,Both Hands,Standing
Martin Dúbravka,Slovakia,3930164,31,1,Shot Faced,Save,,1.5,40.9,,
Martin Dúbravka,Slovakia,3930164,35,1,Shot Saved,Save,Success,0.9,39.4,Both Hands,Standing
Koen Casteels,Belgium,3930164,39,1,Shot Saved,Save,Touched Out,2.1,41.0,Left Hand,Diving
Koen Casteels,Belgium,3930164,47,1,Shot Faced,Save,,1.9,36.2,,
Koen Casteels,Belgium,3930164,46,2,Shot Faced,Save,,2.4,42.9,,
Koen Casteels,Belgium,3930164,51,2,Shot Faced,Save,,1.9,40.0,,
Martin Dúbravka,Slovakia,3930164,54,2,Shot Saved,Save,Touched Out,1.5,36.2,Both Hands,Standing
Martin Dúbravka,Slovakia,3930164,58,2,Shot Saved,Save,In Play Danger,3.4,39.4,Both Hands,Standing
Martin Dúbravka,Slovakia,3930164,60,2,Shot Faced,Save,,1.8,40.6,,
Martin Dúbravka,Slovakia,3930164,60,2,Shot Faced,Save,,1.6,36.6,,
Martin Dúbravka,Slovakia,3930164,61,2,Collected,Other,Fail,3.3,43.3,,
Martin Dúbravka,Slovakia,3930164,61,2,Shot Faced,Save,,4.6,42.4,,
Martin Dúbravka,Slovakia,3930164,66,2,Shot Faced,Save,,2.6,37.9,,
Koen Casteels,Belgium,3930164,75,2,Shot Faced,Save,,2.0,37.4,,
Koen Casteels,Belgium,3930164,77,2,Shot Faced,Save,,2.3,38.5,,
Martin Dúbravka,Slovakia,3930164,79,2,Shot Faced,Save,,1.9,40.3,,
Martin Dúbravka,Slovakia,3930164,79,2,Shot Faced,Save,,1.0,40.4,,
Martin Dúbravka,Slovakia,3930164,90,2,Punch,Punch,In Play Safe,4.1,44.8,,
Martin Dúbravka,Slovakia,3930164,90,2,Shot Faced,Save,,1.3,39.8,,
Martin Dúbravka,Slovakia,3930164,91,2,Keeper Sweeper,Sweeper,Claim,11.5,47.4,,
Martin Dúbravka,Slovakia,3930164,92,2,Shot Saved,Save,Success,2.1,37.2,Both Hands,Standing
Gianluigi Donnarumma,Italy,3930161,0,1,Goal Conceded,Other,No Touch,1.7,36.5,,Standing
Thomas Strakosha,Albania,3930161,1,1,Shot Faced,Save,,2.5,38.6,,
Thomas Strakosha,Albania,3930161,5,1,Shot Faced,Save,,0.5,36.8,,
Gianluigi Donnarumma,Italy,3930161,7,1,Shot Faced,Save,,2.0,36.9,,
Gianluigi Donnarumma,Italy,3930161,8,1,Shot Faced,Save,,1.9,42.9,,
Thomas Strakosha,Albania,3930161,9,1,Shot Faced,Save,,1.7,42.5,,
Thomas Strakosha,Albania,3930161,10,1,Goal Conceded,Other,Touched In,0.7,37.1,Left Hand,Standing
Thomas Strakosha,Albania,3930161,15,1,Shot Faced,Save,,1.1,37.0,,
Thomas Strakosha,Albania,3930161,15,1,Goal Conceded,Other,No Touch,3.0,40.9,,Standing
Thomas Strakosha,Albania,3930161,20,1,Shot Faced,Save,,3.3,41.8,,
Thomas Strakosha,Albania,3930161,20,1,Shot Faced,Save,,3.5,41.3,,
Thomas Strakosha,Albania,3930161,30,1,Shot Faced,Save,,1.1,41.3,,
Thomas Strakosha,Albania,3930161,32,1,Shot Saved to Post,Save,In Play Danger,3.7,33.9,Right Hand,Standing
Thomas Strakosha,Albania,3930161,39,1,Shot Saved,Save,Touched Out,2.7,34.0,Right Foot,Standing
Thomas Strakosha,Albania,3930161,40,1,Shot Faced,Save,,1.1,40.3,,
Gianluigi Donnarumma,Italy,3930161,43,1,Shot Faced,Save,,2.0,39.0,,
Thomas Strakosha,Albania,3930161,46,1,Shot Faced,Save,,1.6,39.6,,
Thomas Strakosha,Albania,3930161,47,2,Shot Faced,Save,,2.2,39.6,,
Thomas Strakosha,Albania,3930161,49,2,Keeper Sweeper,Sweeper,Claim,8.1,35.1,,
Gianluigi Donnarumma,Italy,3930161,51,2,Shot Faced,Save,,1.3,40.9,,
Thomas Strakosha,Albania,3930161,59,2,Shot Faced,Save,,1.5,38.4,,
Thomas Strakosha,Albania,3930161,66,2,Shot Faced,Save,,0.6,42.3,,
Gianluigi Donnarumma,Italy,3930161,68,2,Punch,Punch,In Play Safe,3.7,37.5,,
Gianluigi Donnarumma,Italy,3930161,68,2,Shot Faced,Save,,6.2,37.0,,
Gianluigi Donnarumma,Italy,3930161,71,2,Keeper Sweeper,Sweeper,Claim,14.7,53.7,,
Thomas Strakosha,Albania,3930161,74,2,Keeper Sweeper,Sweeper,Claim,2.8,27.0,,
Thomas Strakosha,Albania,3930161,79,2,Shot Saved,Save,Saved Twice,3.9,42.8,Both Hands,Standing
Gianluigi Donnarumma,Italy,3930161,89,2,Shot Saved,Save,Touched Out,3.8,31.3,Chest,Standing
Gianluigi Donnarumma,Italy,3930161,95,2,Shot Faced,Save,,2.1,42.3,,
Florin Constantin Niţă,Romania,3930183,0,1,Shot Faced,Save,,4.0,40.8,,
Florin Constantin Niţă,Romania,3930183,0,1,Shot Faced,Save,,3.7,38.7,,
Florin Constantin Niţă,Romania,3930183,0,1,Shot Faced,Save,,3.2,39.6,,
Florin Constantin Niţă,Romania,3930183,8,1,Shot Saved,Save,Success,1.3,37.4,Both Hands,Standing
Florin Constantin Niţă,Romania,3930183,9,1,Shot Faced,Save,,1.4,39.0,,
Martin Dúbravka,Slovakia,3930183,10,1,Shot Saved,Save,In Play Danger,2.1,42.3,Both Hands,Diving
Martin Dúbravka,Slovakia,3930183,10,1,Shot Faced,Save,,2.4,36.6,,
Martin Dúbravka,Slovakia,3930183,12,1,Shot Faced,Save,,2.9,40.5,,
Florin Constantin Niţă,Romania,3930183,15,1,Punch,Punch,In Play Safe,4.0,38.7,,
Florin Constantin Niţă,Romania,3930183,21,1,Shot Faced,Save,,1.7,41.0,,
Martin Dúbravka,Slovakia,3930183,22,1,Keeper Sweeper,Sweeper,Clear,3.3,57.4,Right Hand,
Martin Dúbravka,Slovakia,3930183,22,1,Shot Saved,Save,Success,1.6,42.0,Both Hands,Standing
Florin Constantin Niţă,Romania,3930183,23,1,Goal Conceded,Other,No Touch,1.5,41.5,,Diving
Florin Constantin Niţă,Romania,3930183,30,1,Shot Faced,Save,,1.9,38.1,,
Martin Dúbravka,Slovakia,3930183,32,1,Shot Saved,Save,Saved Twice,2.7,40.2,Both Hands,Standing
Martin Dúbravka,Slovakia,3930183,36,1,Penalty Conceded,Other,No Touch,1.0,40.0,,Diving
Martin Dúbravka,Slovakia,3930183,42,1,Shot Faced,Save,,2.3,41.9,,
Florin Constantin Niţă,Romania,3930183,43,1,Shot Faced,Save,,2.2,40.7,,
Florin Constantin Niţă,Romania,3930183,49,2,Punch,Punch,In Play Safe,3.4,35.6,,
Florin Constantin Niţă,Romania,3930183,51,2,Shot Saved,Save,Saved Twice,1.0,44.0,Both Hands,Standing
Martin Dúbravka,Slovakia,3930183,60,2,Shot Saved,Save,In Play Safe,2.4,38.4,Both Hands,Standing
Martin Dúbravka,Slovakia,3930183,60,2,Shot Faced,Save,,2.3,42.3,,
Florin Constantin Niţă,Romania,3930183,63,2,Shot Saved,Save,In Play Safe,3.7,39.7,Left Foot,Standing
Florin Constantin Niţă,Romania,3930183,64,2,Shot Faced,Save,,2.8,43.1,,
Martin Dúbravka,Slovakia,3930183,68,2,Keeper Sweeper,Sweeper,Claim,11.8,27.7,,
Florin Constantin Niţă,Romania,3930183,71,2,Collected,Other,Success,7.2,37.4,,
Florin Constantin Niţă,Romania,3930183,75,2,Shot Faced,Save,,2.8,38.9,,
Florin Constantin Niţă,Romania,3930175,1,1,Goal Conceded,Other,No Touch,2.4,38.8,,Diving
Koen Casteels,Belgium,3930175,2,1,Shot Faced,Save,,2.9,37.8,,
Koen Casteels,Belgium,3930175,4,1,Shot Saved,Save,Touched Out,0.8,39.4,Right Hand,Standing
Florin Constantin Niţă,Romania,3930175,6,1,Keeper Sweeper,Sweeper,Claim,6.4,48.0,,
Florin Constantin Niţă,Romania,3930175,10,1,Shot Faced,Save,,2.2,41.5,,
Florin Constantin Niţă,Romania,3930175,13,1,Shot Faced,Save,,2.6,42.0,,
Florin Constantin Niţă,Romania,3930175,17,1,Shot Faced,Save,,3.4,39.3,,
Florin Constantin Niţă,Romania,3930175,17,1,Shot Saved,Save,Touched Out,2.8,38.4,Both Hands,Diving
Florin Constantin Niţă,Romania,3930175,18,1,Shot Faced,Save,,1.1,42.4,,
Koen Casteels,Belgium,3930175,20,1,Shot Faced,Save,,1.9,40.0,,
Florin Constantin Niţă,Romania,3930175,23,1,Collected,Other,Success,2.9,38.1,,
Koen Casteels,Belgium,3930175,23,1,Shot Faced,Save,,2.7,42.2,,
Florin Constantin Niţă,Romania,3930175,30,1,Shot Saved,Save,In Play Danger,1.4,43.6,Both Hands,Standing
Florin Constantin Niţă,Romania,3930175,30,1,Shot Faced,Save,,1.2,44.0,,
Florin Constantin Niţă,Romania,3930175,30,1,Punch,Punch,In Play Safe,3.8,43.3,,
Florin Constantin Niţă,Romania,3930175,32,1,Shot Faced,Save,,2.6,37.3,,
Koen Casteels,Belgium,3930175,36,1,Shot Saved,Save,Success,2.4,38.0,Both Hands,Standing
Koen Casteels,Belgium,3930175,38,1,Keeper Sweeper,Sweeper,Claim,7.8,31.3,,
Florin Constantin Niţă,Romania,3930175,42,1,Shot Saved,Save,Success,5.2,36.2,Both Hands,Standing
Koen Casteels,Belgium,3930175,42,1,Keeper Sweeper,Sweeper,Claim,11.7,48.3,,
Koen Casteels,Belgium,3930175,44,1,Shot Faced,Save,,1.1,38.5,,
Koen Casteels,Belgium,3930175,45,2,Shot Saved,Save,Success,2.2,37.5,Both Hands,Standing
Koen Casteels,Belgium,3930175,47,2,Shot Faced,Save,,3.5,44.2,,
Florin Constantin Niţă,Romania,3930175,51,2,Shot Faced,Save,,2.4,42.1,,
Florin Constantin Niţă,Romania,3930175,54,2,Shot Saved,Save,Saved Twice,3.1,39.9,Both Hands,Standing
Koen Casteels,Belgium,3930175,56,2,Shot Faced,Save,,2.7,41.5,,
Florin Constantin Niţă,Romania,3930175,57,2,Shot Faced,Save,,1.4,37.0,,
Florin Constantin Niţă,Romania,3930175,58,2,Shot Saved,Save,Success,1.8,37.5,Both Hands,Standing
Florin Constantin Niţă,Romania,3930175,62,2,Shot Faced,Save,,2.9,44.1,,
Florin Constantin Niţă,Romania,3930175,65,2,Shot Saved,Save,In Play Danger,2.0,38.3,Chest,Standing
Florin Constantin Niţă,Romania,3930175,66,2,Shot Faced,Save,,2.5,41.6,,
Koen Casteels,Belgium,3930175,67,2,Shot Saved,Save,Touched Out,7.8,36.3,Left Foot,Standing
Koen Casteels,Belgium,3930175,74,2,Shot Faced,Save,,2.3,41.4,,
Florin Constantin Niţă,Romania,3930175,79,2,Goal Conceded,Other,No Touch,11.0,36.4,,Standing
Koen Casteels,Belgium,3930175,84,2,Shot Faced,Save,,11.0,43.1,,
Koen Casteels,Belgium,3930175,84,2,Shot Faced,Save,,1.2,41.8,,
Florin Constantin Niţă,Romania,3930175,85,2,Shot Faced,Save,,3.0,35.4,,
Florin Constantin Niţă,Romania,3930175,88,2,Shot Saved,Save,Touched Out,1.7,35.6,Right Foot,Standing
Koen Casteels,Belgium,3930175,91,2,Shot Faced,Save,,2.2,39.4,,
Angus Gunn,Scotland,3930158,9,1,Goal Conceded,Other,Touched In,1.8,39.4,Right Hand,Diving
Angus Gunn,Scotland,3930158,18,1,Keeper Sweeper,Sweeper,Clear,28.9,32.2,Right Foot,
Angus Gunn,Scotland,3930158,18,1,Goal Conceded,Other,No Touch,1.2,40.5,,Standing
Angus Gunn,Scotland,3930158,21,1,Keeper Sweeper,Sweeper,Clear,19.7,22.4,Right Foot,
Angus Gunn,Scotland,3930158,27,1,Shot Saved,Save,Success,0.7,40.8,Both Hands,Standing
Angus Gunn,Scotland,3930158,32,1,Keeper Sweeper,Sweeper,Claim,16.4,26.2,,
Angus Gunn,Scotland,3930158,41,1,Shot Saved,Save,In Play Danger,1.5,38.8,Both Hands,Standing
Angus Gunn,Scotland,3930158,45,1,Penalty Conceded,Other,No Touch,1.0,40.0,,Diving
Angus Gunn,Scotland,3930158,50,2,Shot Saved,Save,Touched Out,4.6,40.2,Right Hand,Diving
Angus Gunn,Scotland,3930158,51,2,Shot Faced,Save,,2.0,40.6,,
Angus Gunn,Scotland,3930158,56,2,Shot Faced,Save,,1.1,40.9,,
Angus Gunn,Scotland,3930158,56,2,Shot Faced,Save,,2.4,37.9,,
Angus Gunn,Scotland,3930158,57,2,Shot Faced,Save,,0.5,38.4,,
Angus Gunn,Scotland,3930158,58,2,Shot Faced,Save,,2.8,43.5,,
Angus Gunn,Scotland,3930158,59,2,Shot Faced,Save,,1.4,43.1,,
Angus Gunn,Scotland,3930158,59,2,Shot Faced,Save,,1.2,41.2,,
Angus Gunn,Scotland,3930158,60,2,Keeper Sweeper,Sweeper,Claim,13.8,48.5,,
Angus Gunn,Scotland,3930158,63,2,Shot Saved,Save,Success,1.7,36.6,Both Hands,Standing
Angus Gunn,Scotland,3930158,65,2,Shot Faced,Save,,0.9,42.8,,
Angus Gunn,Scotland,3930158,67,2,Goal Conceded,Other,No Touch,1.0,40.7,,Diving
Angus Gunn,Scotland,3930158,79,2,Shot Faced,Save,,0.8,43.1,,
Angus Gunn,Scotland,3930158,82,2,Shot Saved,Save,Success,1.8,38.8,Both Hands,Standing
Angus Gunn,Scotland,3930158,85,2,Shot Faced,Save,,4.1,40.3,,
Manuel Neuer,Germany,3930158,86,2,Shot Faced,Save,,1.1,37.1,,
Angus Gunn,Scotland,3930158,92,2,Goal Conceded,Other,Touched In,0.5,39.9,Left Hand,Diving
