match_id,shooter,shooting_team,goalkeeper,xg,outcome,shot_x,shot_y,minute,period,is_goal,is_save,is_on_target,distance_to_goal,danger_zone
3930181,Andraž Šporar,Slovenia,Jordan Pickford,0.0254,Blocked,92.8,35.5,31,1,0,0,0,27.569729777420747,Outside box
3930181,Phil Foden,England,Jan Oblak,0.0212,Saved,89.4,52.7,34,1,0,1,1,33.13080137877742,Outside box
3930181,Harry Kane,England,Jan Oblak,0.3953,Off T,115.7,43.3,39,1,0,0,0,5.420332093147057,6-yard box
3930181,Harry Kane,England,Jan Oblak,0.0226,Blocked,89.8,50.8,42,1,0,0,0,32.073041639358124,Outside box
3930181,Phil Foden,England,Jan Oblak,0.0115,Off T,88.6,43.7,50,2,0,0,0,31.617242131469983,Outside box
3930181,John Stones,England,Jan Oblak,0.0716,Blocked,112.0,40.9,57,2,0,0,0,8.050465825031493,6-yard box
3930181,Adam Gnezda Čerin,Slovenia,Jordan Pickford,0.0279,Off T,92.3,51.6,62,2,0,0,0,30.03081750469008,Outside box
3930181,Declan Rice,England,Jan Oblak,0.0351,Off T,106.7,23.3,74,2,0,0,0,21.34900466063933,Penalty area edge
3930181,Phil Foden,England,Jan Oblak,0.0383,Blocked,97.7,32.1,82,2,0,0,0,23.657979626333265,Penalty area edge
3930181,Cole Palmer,England,Jan Oblak,0.0473,Saved,103.2,55.2,91,2,0,1,1,22.655683613610073,Penalty area edge
3930181,Trent Alexander-Arnold,England,Jan Oblak,0.0224,Off T,90.1,44.8,93,2,0,0,0,30.28283342093339,Outside box
3930178,Luka Sučić,Croatia,Gianluigi Donnarumma,0.0215,Saved,91.7,51.0,4,1,0,1,1,30.36264151881387,Outside box
3930178,Lorenzo Pellegrini,Italy,Dominik Livaković,0.0406,Off T,103.9,30.6,10,1,0,0,0,18.64322933399683,Penalty area edge
3930178,Mateo Retegui,Italy,Dominik Livaković,0.1148,Blocked,113.2,41.4,20,1,0,0,0,6.942621983083909,6-yard box
3930178,Mateo Retegui,Italy,Dominik Livaković,0.0504,Blocked,106.2,36.1,21,1,0,0,0,14.34050208326054,Penalty area close
3930178,Mateo Retegui,Italy,Dominik Livaković,0.0253,Blocked,111.3,25.7,25,1,0,0,0,16.738578195294846,Penalty area close
3930178,Alessandro Bastoni,Italy,Dominik Livaković,0.1432,Saved,113.0,33.8,26,1,0,1,1,9.350935782048769,6-yard box
3930178,Luka Modrić,Croatia,Gianluigi Donnarumma,0.0201,Blocked,99.8,54.3,30,1,0,0,0,24.74934342563455,Penalty area edge
3930178,Lorenzo Pellegrini,Italy,Dominik Livaković,0.0276,Saved,103.4,27.1,35,1,0,1,1,21.023082552280478,Penalty area edge
3930178,Andrej Kramarić,Croatia,Gianluigi Donnarumma,0.0243,Blocked,107.2,26.5,51,2,0,0,0,18.603494295427403,Penalty area edge
3930178,Luka Modrić,Croatia,Gianluigi Donnarumma,0.7835,Saved,108.0,40.0,53,2,0,1,1,12.0,Penalty area close
3930178,Ante Budimir,Croatia,Gianluigi Donnarumma,0.1486,Saved,111.3,40.9,54,2,0,1,1,8.746427842267954,6-yard box
3930178,Luka Modrić,Croatia,Gianluigi Donnarumma,0.4853,Goal,114.9,35.5,54,2,1,0,1,6.801470429252776,6-yard box
3930178,Davide Frattesi,Italy,Dominik Livaković,0.0535,Blocked,107.5,29.9,56,2,0,0,0,16.070469812671938,Penalty area close
3930178,Alessandro Bastoni,Italy,Dominik Livaković,0.1692,Off T,114.2,42.9,60,2,0,0,0,6.484597134749387,6-yard box
3930178,Matteo Darmian,Italy,Dominik Livaković,0.0552,Blocked,112.1,28.1,66,2,0,0,0,14.283556979968262,Penalty area close
3930178,Giacomo Raspadori,Italy,Dominik Livaković,0.066,Blocked,94.2,44.2,71,2,0,0,0,26.139625092950354,Outside box
3930178,Giovanni Di Lorenzo,Italy,Dominik Livaković,0.1153,Blocked,114.6,34.8,72,2,0,0,0,7.496665925596531,6-yard box
3930178,Gianluca Scamacca,Italy,Dominik Livaković,0.0137,Blocked,87.8,29.5,91,2,0,0,0,33.86871712952825,Outside box
3930178,Mattia Zaccagni,Italy,Dominik Livaković,0.1107,Goal,103.4,28.0,97,2,1,0,1,20.483163818121454,Penalty area edge
3930160,Álvaro Borja Morata Martín,Spain,Dominik Livaković,0.0537,Saved,98.8,47.5,6,1,0,1,1,22.487552112224222,Penalty area edge
3930160,Lamine Yamal Nasraoui Ebana,Spain,Dominik Livaković,0.0481,Saved Off Target,106.5,49.9,14,1,0,0,0,16.740967713964448,Penalty area close
3930160,Ante Budimir,Croatia,Unai Simón Mendibil,0.0489,Off T,107.7,39.3,21,1,0,0,0,12.319902597017556,Penalty area close
3930160,Álvaro Borja Morata Martín,Spain,Dominik Livaković,0.4253,Goal,104.1,39.9,28,1,1,0,1,15.900314462299171,Penalty area close
3930160,Mateo Kovačić,Croatia,Unai Simón Mendibil,0.0638,Saved,102.8,38.7,29,1,0,1,1,17.24905794529081,Penalty area close
3930160,Fabián Ruiz Peña,Spain,Dominik Livaković,0.0561,Goal,103.9,38.7,31,1,1,0,1,16.152399202595255,Penalty area close
3930160,Marcelo Brozović,Croatia,Unai Simón Mendibil,0.0778,Saved,101.8,40.2,32,1,0,1,1,18.201098867925534,Penalty area edge
3930160,Lovro Majer,Croatia,Unai Simón Mendibil,0.1065,Off T,116.5,50.1,32,1,0,0,0,10.689246933250258,Penalty area close
3930160,Robin Aime Robert Le Normand,Spain,Dominik Livaković,0.1084,Blocked,114.2,35.6,35,1,0,0,0,7.280109889280515,6-yard box
3930160,Joško Gvardiol,Croatia,Unai Simón Mendibil,0.0504,Off T,114.0,27.5,40,1,0,0,0,13.865424623862047,Penalty area close
3930160,Andrej Kramarić,Croatia,Unai Simón Mendibil,0.0132,Off T,86.3,47.4,44,1,0,0,0,34.50289842897261,Outside box
3930160,Mateo Kovačić,Croatia,Unai Simón Mendibil,0.0191,Off T,91.0,30.4,45,1,0,0,0,30.54766766874355,Outside box
3930160,Daniel Carvajal Ramos,Spain,Dominik Livaković,0.301,Goal,112.7,42.4,46,1,1,0,1,7.684399781375247,6-yard box
3930160,Joško Gvardiol,Croatia,Unai Simón Mendibil,0.0184,Blocked,101.2,24.0,50,2,0,0,0,24.686838598735154,Penalty area edge
3930160,Lamine Yamal Nasraoui Ebana,Spain,Dominik Livaković,0.2817,Saved,108.6,48.3,51,2,0,1,1,14.101418368376994,Penalty area close
3930160,Álvaro Borja Morata Martín,Spain,Dominik Livaković,0.2104,Wayward,117.4,34.5,53,2,0,0,0,6.08358446970205,6-yard box
3930160,Josip Stanišić,Croatia,Unai Simón Mendibil,0.2229,Blocked,111.9,47.8,54,2,0,0,0,11.244998888394782,Penalty area close
3930160,Ante Budimir,Croatia,Unai Simón Mendibil,0.206,Blocked,117.0,37.0,54,2,0,0,0,4.242640687119285,6-yard box
3930160,Andrej Kramarić,Croatia,Unai Simón Mendibil,0.7104,Saved,118.4,40.0,54,2,0,1,1,1.5999999999999943,6-yard box
3930160,Mateo Kovačić,Croatia,Unai Simón Mendibil,0.0999,Wayward,115.1,34.4,54,2,0,0,0,7.44110206891426,6-yard box
3930160,Lamine Yamal Nasraoui Ebana,Spain,Dominik Livaković,0.0423,Blocked,91.3,45.4,57,2,0,0,0,29.203595669026786,Outside box
3930160,Daniel Olmo Carvajal,Spain,Dominik Livaković,0.0274,Blocked,93.9,39.0,73,2,0,0,0,26.119150062741316,Outside box
3930160,Bruno Petković,Croatia,Unai Simón Mendibil,0.7835,Saved,108.0,40.0,79,2,0,1,1,12.0,Penalty area close
3930160,Ivan Perišić,Croatia,Unai Simón Mendibil,0.0353,Blocked,101.4,28.7,83,2,0,0,0,21.763501556505098,Penalty area edge
3930160,Ivan Perišić,Croatia,Unai Simón Mendibil,0.0069,Saved,87.3,24.7,83,2,0,1,1,36.10235449385539,Outside box
3930160,Ferrán Torres García,Spain,Dominik Livaković,0.0127,Blocked,109.6,57.8,87,2,0,0,0,20.615528128088304,Penalty area edge
3930160,Ivan Perišić,Croatia,Unai Simón Mendibil,0.0191,Off T,107.8,27.5,91,2,0,0,0,17.46682569902156,Penalty area close
3930170,Adam Gnezda Čerin,Slovenia,Predrag Rajković,0.0414,Saved,95.6,49.4,3,1,0,1,1,26.14804007951648,Outside box
3930170,Jan Mlakar,Slovenia,Predrag Rajković,0.1448,Saved,109.1,51.7,7,1,0,1,1,15.990622251807471,Penalty area close
3930170,Andraž Šporar,Slovenia,Predrag Rajković,0.0704,Blocked,108.8,42.9,19,1,0,0,0,11.569356075426153,Penalty area close
3930170,Timi Elšnik,Slovenia,Predrag Rajković,0.023,Blocked,90.1,41.2,20,1,0,0,0,29.9240705787164,Outside box
3930170,Dušan Vlahović,Serbia,Jan Oblak,0.0683,Saved,111.0,34.9,26,1,0,1,1,10.344563789740002,Penalty area close
3930170,Jan Mlakar,Slovenia,Predrag Rajković,0.02,Wayward,102.6,25.2,36,1,0,0,0,22.842942017174586,Penalty area edge
3930170,Timi Elšnik,Slovenia,Predrag Rajković,0.1616,Post,105.7,50.3,37,1,0,0,0,17.62328005792338,Penalty area close
3930170,Andraž Šporar,Slovenia,Predrag Rajković,0.4592,Wayward,110.6,38.9,37,1,0,0,0,9.46414285606468,6-yard box
3930170,Benjamin Šeško,Slovenia,Predrag Rajković,0.2385,Off T,109.6,35.3,37,1,0,0,0,11.412712210513334,Penalty area close
3930170,Dušan Vlahović,Serbia,Jan Oblak,0.0424,Blocked,92.3,31.2,38,1,0,0,0,29.064239195272258,Outside box
3930170,Dušan Vlahović,Serbia,Jan Oblak,0.0166,Blocked,95.6,30.9,38,1,0,0,0,26.041697333315284,Outside box
3930170,Aleksandar Mitrović,Serbia,Jan Oblak,0.2972,Saved,116.5,33.3,41,1,0,1,1,7.559100475585705,6-yard box
3930170,Saša Lukić,Serbia,Jan Oblak,0.0881,Blocked,103.2,33.6,42,1,0,0,0,17.977764043395382,Penalty area close
3930170,Petar Stojanović,Slovenia,Predrag Rajković,0.0232,Blocked,94.5,52.5,43,1,0,0,0,28.398943642325854,Outside box
3930170,Aleksandar Mitrović,Serbia,Jan Oblak,0.0519,Off T,113.6,32.8,45,1,0,0,0,9.633275663033842,6-yard box
3930170,Aleksandar Mitrović,Serbia,Jan Oblak,0.2402,Saved,112.9,50.7,46,2,0,1,1,12.841339493993607,Penalty area close
3930170,Aleksandar Mitrović,Serbia,Jan Oblak,0.068,Blocked,110.2,38.0,49,2,0,0,0,10.001999800039988,Penalty area close
3930170,Benjamin Šeško,Slovenia,Predrag Rajković,0.0218,Saved,96.0,23.6,57,2,0,1,1,29.06819567843866,Outside box
3930170,Aleksandar Mitrović,Serbia,Jan Oblak,0.0585,Off T,102.7,50.4,64,2,0,0,0,20.185390756683407,Penalty area edge
3930170,Žan Karničnik,Slovenia,Predrag Rajković,0.3383,Goal,114.1,44.7,68,2,1,0,1,7.54320886625845,6-yard box
3930170,Aleksandar Mitrović,Serbia,Jan Oblak,0.1834,Post,113.4,38.4,71,2,0,0,0,6.7911707385398525,6-yard box
3930170,Sergej Milinković-Savić,Serbia,Jan Oblak,0.095,Blocked,112.9,36.9,74,2,0,0,0,7.747257579298621,6-yard box
3930170,Žan Karničnik,Slovenia,Predrag Rajković,0.01,Off T,96.9,58.1,78,2,0,0,0,29.346550052774514,Outside box
3930170,Lazar Samardžić,Serbia,Jan Oblak,0.0492,Off T,101.2,28.3,82,2,0,0,0,22.14339630679991,Penalty area edge
3930170,Ivan Ilić,Serbia,Jan Oblak,0.0279,Blocked,99.1,30.7,85,2,0,0,0,22.875751353780714,Penalty area edge
3930170,Mijat Gaćinović,Serbia,Jan Oblak,0.0329,Blocked,104.4,43.9,94,2,0,0,0,16.08011193990887,Penalty area close
3930170,Luka Jović,Serbia,Jan Oblak,0.1417,Goal,114.6,40.3,94,2,1,0,1,5.40832691319599,6-yard box
3938643,Piotr Zieliński,Poland,Mike Maignan,0.0218,Saved,93.9,38.9,5,1,0,1,1,26.123169792351,Outside box
3938643,Theo Bernard François Hernández,France,Łukasz Skorupski,0.0828,Saved,112.6,27.2,10,1,0,1,1,14.78512766262098,Penalty area close
3938643,Sebastian Szymański,Poland,Mike Maignan,0.0542,Blocked,104.2,25.1,13,1,0,0,0,21.717504460687923,Penalty area edge
3938643,Kacper Urbanski,Poland,Mike Maignan,0.0696,Saved,106.1,38.3,14,1,0,1,1,14.003570973148248,Penalty area close
