50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,ball_recovery_offensive,block_deflection,dribble_no_touch,dribble_overrun,miscontrol_aerial_won,shot_deflected,shot_one_on_one,goalkeeper_shot_saved_to_post,shot_saved_to_post,block_offensive,goalkeeper_shot_saved_off_target,shot_saved_off_target,foul_committed_penalty,foul_won_penalty,pass_deflected,shot_redirect,goalkeeper_punched_out,shot_open_goal,block_save_block,goalkeeper_success_in_play,goalkeeper_penalty_saved_to_post,shot_follows_dribble,type_name,player_name,team_name,position_name
,,,,,,,,,,,,,,,,2.470713,,,,,,,,,,,,,4c8234d1-6c84-495f-be6f-9a3b9010625b,64,,,"[5.8, 37.6]",3930166,1,True,,,-1.2273715,,Right Foot,,,"[17.1, 6.0]",,Ground Pass,,33.559647,,,,,Nuno Mendes,41092.0,,,,,,Goal Kick,1,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,4,Portugal,780,['2b5d9003-1605-489a-81d9-eff77cf068bd'],1,,,,,,,,,,,,,,,,Portugal,780,00:01:01.141,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Diogo Meireles Costa,Portugal,Goalkeeper
,,,,,,,,,,,,,,,,3.712135,,,,,,,,,,,,,02e68b68-23a0-4fe1-88a0-4e8c439bdcb2,122,,,"[5.7, 38.1]",3930166,2,,,,-0.08354102,,Right Foot,,,"[67.8, 32.9]",,High Pass,,62.317333,,,,,Jan Kuchta,29484.0,,,,,,Goal Kick,1,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,5,Czech Republic,912,['eade9b6e-6f94-4c35-baa8-49b8a279b919'],40,,,,,,,,,,,,,,,,Czech Republic,912,00:02:40.747,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,2.490943,,,,,,,,,,,,,64a47b2b-452c-4a21-a891-1de4a24fed3d,154,,,"[6.0, 32.3]",3930166,3,,,,1.7475052,,Left Foot,,,"[4.5, 40.7]",,Ground Pass,,8.532878,,,,,Jindřich Staněk,28040.0,,,,,,Goal Kick,1,From Goal Kick,Robin Hranáč,81330.0,Center Back,7,Czech Republic,912,['9d99b163-7ed5-4434-a4e3-54f17da04f36'],24,,,,,,,,,,,,,,,,Czech Republic,912,00:03:24.057,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Robin Hranáč,Czech Republic,Center Back
,,,,,,,,,,,,,,,,5.195093,,,,,,,,,,,,,aa32250b-2803-4e53-b0f0-f21cbc778f6a,333,,,"[6.0, 35.7]",3930166,8,,,,-0.3426457,,Right Foot,,,"[73.0, 11.8]",,High Pass,,71.135155,,,,,Jan Kuchta,29484.0,,,,,,Goal Kick,1,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,13,Czech Republic,912,['c72e4c97-af5c-4ec7-83dd-789082020c2d'],11,,,,,,,,,,,,,,,,Czech Republic,912,00:08:11.823,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,1.38949,,,,,,,,,,,,,5ea9a8a9-f3c7-4497-91bc-cf522fe90bb2,444,,,"[4.7, 42.8]",3930166,10,True,,,0.91686684,,Right Foot,,,"[15.2, 56.5]",,Ground Pass,,17.260939,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,Goal Kick,1,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,16,Portugal,780,['f57bcdfc-15c4-4951-bf1c-e486a87505d6'],16,,,,,,,,,,,,,,,,Portugal,780,00:10:16.157,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Diogo Meireles Costa,Portugal,Goalkeeper
,,,,,,,,,,,,,,,,1.893174,,,,,,,,,,,,,85d70090-6d76-4644-9c98-8cceb6b63b2b,638,,,"[6.0, 36.9]",3930166,14,True,,,-1.4188241,,Right Foot,,,"[7.7, 25.8]",,Ground Pass,,11.229425,,,,,Robin Hranáč,81330.0,,,,,,Goal Kick,1,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,29,Czech Republic,912,['488de98e-a8f5-4315-a6aa-78e081523e22'],34,,,,,,,,,,,,,,,,Czech Republic,912,00:14:34.023,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,4.028294,,,,,,,,,,,,,a9c22040-d84b-4afd-b393-4cd2bc40bea7,733,,,"[6.0, 38.4]",3930166,16,,,,-0.36963436,,Right Foot,,,"[71.3, 13.1]",,High Pass,,70.029854,,,Incomplete,,Patrik Schick,7044.0,,,,,,Goal Kick,1,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,31,Czech Republic,912,"['06660113-d037-4075-9b59-b2add9eabd5a', '6b864b93-f771-4d31-9a58-25d80bbaf8f3']",46,,,,,,,,,,,,,,,,Czech Republic,912,00:16:46.609,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,1.255632,,,,,,,,,,,,,c0b2e377-823e-4a21-8682-331c0ddd162f,1109,,,"[6.0, 30.0]",3930166,25,,,,1.6628432,,Left Foot,,,"[5.4, 36.5]",,Ground Pass,,6.5276337,,,,,Jindřich Staněk,28040.0,,,,,,Goal Kick,1,From Goal Kick,Ladislav Krejčí,28272.0,Left Center Back,44,Czech Republic,912,['71ddeeab-a324-4ebb-93b4-fff7ec3604c6'],48,,,,,,,,,,,,,,,,Czech Republic,912,00:25:48.274,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Ladislav Krejčí,Czech Republic,Left Center Back
,,,,,,,,,,,,,,,,2.495062,,,,,,,,,,,,,69094dff-5d00-48f7-84c6-c8022d133d2d,1250,,,"[2.4, 33.7]",3930166,29,,,,-1.275092,,Right Foot,,,"[11.6, 3.5]",,Ground Pass,,31.57024,,,,,David Doudera,35441.0,,,,,,Goal Kick,1,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,48,Czech Republic,912,['1f91963c-f15e-4fd0-b986-5bad7bc91297'],27,,,,,,,,,,,,,,,,Czech Republic,912,00:29:27.675,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,5.201693,,,,,,,,,,,,,94ee7140-38b0-4cd4-94e2-c0dcc8d4a774,1500,,,"[2.5, 40.3]",3930166,34,,,,0.1734655,,Right Foot,,,"[68.7, 51.9]",,High Pass,,67.20863,,,Incomplete,,Jan Kuchta,29484.0,,,,,,Goal Kick,1,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,55,Czech Republic,912,"['2a40d5ab-b90d-4378-b44b-572402112ea0', '81cf2775-fc78-4136-90e1-e79964f1ce93']",55,,,,,,,,,,,,,,,,Czech Republic,912,00:34:55.464,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,3.965851,,,,,,,,,,,,,98442be0-be64-43df-8522-b2463bf956ff,1883,,,"[6.0, 45.2]",3930166,43,,,,0.25141925,,Right Foot,,,"[75.3, 63.0]",,High Pass,,71.54949,,,Incomplete,,Jan Kuchta,29484.0,,,,,,Goal Kick,1,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,64,Czech Republic,912,"['1a8cd049-cbb4-40b9-ba3e-377888eddd7b', 'e1b84ae3-f5b5-4c9d-8f4e-195eada69e63']",45,,,,,,,,,,,,,,,,Czech Republic,912,00:43:45.661,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,3.962101,,,,,,,,,,,,,38cbb383-ee25-4e20-89d4-54a55f4b49be,2049,,,"[7.0, 46.6]",3930166,46,,,,0.2573237,,Right Foot,,,"[75.4, 64.6]",,High Pass,,70.728775,,,,,Patrik Schick,7044.0,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,74,Czech Republic,912,['9f08f497-2175-4a85-b55a-1f458dca38e5'],24,,,,,,,,,,,,,,,,Czech Republic,912,00:01:24.548,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,3.700324,,,,,,,,,,,,,e1663d91-48bc-4e85-bff1-85efe7a03087,2106,,,"[7.0, 46.6]",3930166,48,,,,0.043881163,,Right Foot,,,"[77.6, 49.7]",,High Pass,,70.66803,,,Incomplete,,Patrik Schick,7044.0,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,79,Czech Republic,912,"['15760d6f-096d-4319-871b-37022e0ce2c7', 'e5596303-8796-4540-9033-e43155a7e08d']",27,,,,,,,,,,,,,,,,Czech Republic,912,00:03:27.219,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,4.050866,,,,,,,,,,,,,c1ebc8c5-b42a-462c-b2e7-1272b648f166,2158,,,"[6.0, 40.4]",3930166,50,,,,-0.118779786,,Right Foot,,,"[78.9, 31.7]",,High Pass,,73.4173,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,Goal Kick,2,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,83,Portugal,780,"['991abc25-f473-4e24-982f-e1ef3c58987b', '9cc12cd0-b4b9-4760-91e2-b50f4c9f3901']",6,,,,,,,,,,,,,,,,Portugal,780,00:05:06.081,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Diogo Meireles Costa,Portugal,Goalkeeper
,,,,,,,,,,,,,,,,3.60333,,,,,,,,,,,,,5de8402c-19c5-4f1f-b751-cfbce94f8a62,2221,,,"[7.0, 36.9]",3930166,51,,,,-0.09427102,,Right Foot,,,"[69.4, 31.0]",,High Pass,,62.678307,,,Incomplete,,Patrik Schick,7044.0,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,87,Czech Republic,912,"['0b885ebc-39a4-4924-991f-8d9425875222', '86340993-efe0-46d1-9b07-b6f760a289c2']",51,,,,,,,,,,,,,,,,Czech Republic,912,00:06:51.366,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,3.53364,,,,,,,,,,,,,306b4434-16bf-460c-a359-a880ee7db2df,2501,,,"[7.0, 37.3]",3930166,61,,,,-0.12152465,,Right Foot,,,"[76.6, 28.8]",,High Pass,,70.11712,,,Incomplete,,Mojmír Chytil,32985.0,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,98,Czech Republic,912,"['9ea346ba-c2f4-47cf-bd6a-b069154fb64a', '9817e0b5-cd16-4dd6-9b11-1f82f38a82b4']",2,,,,,,,,,,,,,,,,Czech Republic,912,00:16:02.745,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,3.613017,,,,,,,,,,,,,4908b279-1140-4489-9c11-8672580da09c,2653,,,"[7.0, 42.4]",3930166,65,,,,0.3645815,,Right Foot,,,"[69.1, 66.1]",,High Pass,,66.46879,,,Incomplete,,Vladimír Coufal,16570.0,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,101,Czech Republic,912,"['21ee0e96-62ce-4b79-adc7-5021a93a2762', '61735bf4-970d-4de2-9951-c653aed2705f']",17,,,,,,,,,,,,,,,,Czech Republic,912,00:20:17.283,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,1.488829,,,,,,,,,,,,,a0d1256a-a8f4-4972-9755-2de1728418e7,3201,,,"[6.0, 38.2]",3930166,81,True,,,1.1556282,,Right Foot,,,"[12.7, 53.4]",,Ground Pass,,16.611141,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,Goal Kick,2,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,130,Portugal,780,['39a3f382-582c-401a-b1cf-b3c69ec52056'],12,,,,,,,,,,,,,,,,Portugal,780,00:36:12.141,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Diogo Meireles Costa,Portugal,Goalkeeper
,,,,,,,,,,,,,,,,3.756449,,,,,,,,,,,,,16b3a392-5726-466b-9caa-63f11d7aa001,3318,,,"[7.0, 34.3]",3930166,83,,,,0.005681757,,Right Foot,,,"[77.4, 34.7]",,High Pass,,70.40114,,,,,Mojmír Chytil,32985.0,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,134,Czech Republic,912,['0c6417f2-958e-4598-865c-83fbb4ae429e'],37,,,,,,,,,,,,,,,,Czech Republic,912,00:38:37.464,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,3.679398,,,,,,,,,,,,,c97d1e82-9908-4118-b77e-3e0a1dfc537f,3489,,,"[7.0, 47.6]",3930166,89,,,,0.2672056,,Right Foot,,,"[69.1, 64.6]",,High Pass,,64.38486,,,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,146,Czech Republic,912,['af8266aa-4a27-48a7-88d8-d29c49e9abcf'],31,,,,,,,,,,,,,,,,Czech Republic,912,00:44:31.316,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jindřich Staněk,Czech Republic,Goalkeeper
,,,,,,,,,,,,,,,,2.775539,,,,,,,,,,,,,4908d0c5-a149-4a99-adf4-3cec0cf5064f,3532,,,"[6.0, 35.0]",3930166,90,True,,,-0.61046064,,Right Foot,,,"[31.3, 17.3]",,Ground Pass,,30.876852,,,,,Gonçalo Bernardo Inácio,42106.0,,,,,,Goal Kick,2,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,148,Portugal,780,['1a5d3ca0-84ad-466a-bfa2-a63c78a84cae'],56,,,,,,,,,,,,,,,,Portugal,780,00:45:56.405,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Diogo Meireles Costa,Portugal,Goalkeeper
,,,,,,,,,,,,,,,,1.90284,,,,,,,,,,,,,a395017c-7bbf-48d7-802b-158ae900a7e2,345,,,"[7.0, 33.2]",3930159,9,True,,,1.5497468,,Right Foot,,,"[7.2, 42.7]",,Ground Pass,,9.502105,,,,,Yann Sommer,5550.0,,,,,,Goal Kick,1,From Goal Kick,Manuel Obafemi Akanji,5549.0,Center Back,22,Switzerland,773,['ef842571-d5ab-4f4b-bc39-b4ae4ce5f234'],46,,,,,,,,,,,,,,,,Switzerland,773,00:09:46.598,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Manuel Obafemi Akanji,Switzerland,Center Back
,,,,,,,,,,,,,,,,1.900541,,,,,,,,,,,,,e216c5ba-4baf-46b8-97a4-1ada80b1354e,1265,,,"[6.0, 40.2]",3930159,37,,,,-1.2265776,,Right Foot,,,"[9.8, 29.6]",,Ground Pass,,11.2605505,,,,,András Schäfer,42822.0,,,,,,Goal Kick,1,From Goal Kick,Péter Gulácsi,8524.0,Goalkeeper,60,Hungary,916,['bb213863-4b6e-4ca3-9944-03a3c192007f'],12,,,,,,,,,,,,,,,,Hungary,916,00:37:12.611,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Péter Gulácsi,Hungary,Goalkeeper
,,,,,,,,,,,,,,,,2.565011,,,,,,,,,,,,,efe32cc1-ad87-43e0-8a57-fd5e1f700256,1660,,,"[7.0, 42.9]",3930159,46,True,,,0.08665116,,Right Foot,,,"[56.5, 47.2]",,High Pass,,49.686417,,,Unknown,,,,,,,,,Goal Kick,1,From Goal Kick,Yann Sommer,5550.0,Goalkeeper,75,Switzerland,773,,58,,,,,,,,,,,,,,,,Switzerland,773,00:46:58.486,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Yann Sommer,Switzerland,Goalkeeper
,,,,,,,,,,,,,,,,0.872636,,,,,,,,,,,,,502e1528-6d2b-4e90-98a0-edee1a670eb4,2178,,,"[7.0, 34.5]",3930159,58,True,,,1.4723501,,Right Foot,,,"[7.8, 42.6]",,Ground Pass,,8.13941,,,,,András Schäfer,42822.0,,,,,,Goal Kick,2,From Goal Kick,Péter Gulácsi,8524.0,Goalkeeper,97,Hungary,916,['08abc9bb-7faf-434b-b455-374b8c6a985c'],15,,,,,,,,,,,,,,,,Hungary,916,00:13:15.733,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Péter Gulácsi,Hungary,Goalkeeper
,,,,,,,,,,,,,,,,3.015232,,,,,,,,,,,,,1567d309-0f70-456d-8448-513f1f002e76,2319,,,"[6.0, 41.6]",3930159,63,True,,,-1.3628378,,Right Foot,,,"[10.6, 19.8]",,Ground Pass,,22.280035,,,,,Manuel Obafemi Akanji,5549.0,,,,,,Goal Kick,2,From Goal Kick,Yann Sommer,5550.0,Goalkeeper,104,Switzerland,773,['5a22ede1-54ae-444c-83d9-a1c6db85201f'],14,,,,,,,,,,,,,,,,Switzerland,773,00:18:14.255,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Yann Sommer,Switzerland,Goalkeeper
,,,,,,,,,,,,,,,,2.14577,,,,,,,,,,,,,2b08fd08-ca83-423a-bd83-aee8b7b67dfc,2505,,,"[6.9, 36.7]",3930159,71,True,,,1.7126933,,Left Foot,,,"[6.2, 41.6]",,Ground Pass,,4.9497476,,,,,Péter Gulácsi,8524.0,,,,,,Goal Kick,2,From Goal Kick,András Schäfer,42822.0,Left Defensive Midfield,114,Hungary,916,['b530a0cf-66fe-43fb-9300-fda2e9e42f0c'],54,,,,,,,,,,,,,,,,Hungary,916,00:26:54.617,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,András Schäfer,Hungary,Left Defensive Midfield
,,,,,,,,,,,,,,,,1.102703,,,,,,,,,,,,,788a106c-e1ad-48d7-be48-8b8a6a7447dc,2978,,,"[6.7, 36.1]",3930159,82,,,,-1.6588037,,Right Foot,,,"[5.8, 25.9]",,Ground Pass,,10.239629,,,,,András Schäfer,42822.0,,,,,,Goal Kick,2,From Goal Kick,Péter Gulácsi,8524.0,Goalkeeper,134,Hungary,916,['e38baec1-b210-426f-9d24-be681d6038d2'],49,,,,,,,,,,,,,,,,Hungary,916,00:37:49.874,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Péter Gulácsi,Hungary,Goalkeeper
,,,,,,,,,,,,,,,,1.378743,,,,,,,,,,,,,a7564fae-f5fd-434e-8138-49cc76152866,900,,,"[4.9, 41.1]",3930163,18,True,,,-0.9108618,,Right Foot,,,"[14.6, 28.6]",,Ground Pass,,15.822136,,,,,Nikola Milenković,5603.0,,,,,,Goal Kick,1,From Goal Kick,Predrag Rajković,15731.0,Goalkeeper,26,Serbia,786,['595e9ad1-06e3-42b2-972f-d35307296be5'],30,,,,,,,,,,,,,,,,Serbia,786,00:18:30.533,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Predrag Rajković,Serbia,Goalkeeper
,,,,,,,,,,,,,,,,4.657989,,,,,,,,,,,,,4919f14c-9773-40ba-8577-eee1c05ae18e,978,,,"[7.0, 44.6]",3930163,20,,,,0.11710875,,Right Foot,,,"[92.0, 54.6]",,High Pass,,85.58621,,,,,Bukayo Saka,22084.0,,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,31,England,768,['60d6729a-b807-4ae0-98d8-1205c0654aa1'],17,,,,,,,,,,,,,,,,England,768,00:20:17.291,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jordan Pickford,England,Goalkeeper
,,,,,,,,,,,,,,,,1.097177,,,,,,,,,,,,,fe3ebd34-365b-434e-b294-7711c473f0f9,988,,,"[4.5, 42.1]",3930163,21,True,,,-1.0296701,,Right Foot,,,"[17.0, 21.3]",,Ground Pass,,24.267056,,,,,Nikola Milenković,5603.0,,,,,,Goal Kick,1,From Goal Kick,Predrag Rajković,15731.0,Goalkeeper,33,Serbia,786,['be44d91e-b803-469c-abfc-c1f72ec17085'],26,,,,,,,,,,,,,,,,Serbia,786,00:21:26.302,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Predrag Rajković,Serbia,Goalkeeper
,,,,,,,,,,,,,,,,1.851503,,,,,,,,,,,,,8a0622dc-dbc9-49cd-832a-aab5e31ee72e,1124,,,"[4.9, 45.1]",3930163,24,True,,,-1.5572836,,Right Foot,,,"[5.2, 22.9]",,Ground Pass,,22.202026,,,,,Nikola Milenković,5603.0,,,,,,Goal Kick,1,From Goal Kick,Predrag Rajković,15731.0,Goalkeeper,38,Serbia,786,['9c0ab3ae-ec2b-4567-b99d-96838c90b11a'],48,,,,,,,,,,,,,,,,Serbia,786,00:24:48.103,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Predrag Rajković,Serbia,Goalkeeper
,,,,,,,,,,,,,,,,4.033475,,,,,,,,,,,,,993b9a86-80b9-40c2-a67c-7cae22cc7520,1972,,,"[7.0, 44.8]",3930163,45,,,,0.061947867,,Left Foot,,,"[73.1, 48.9]",,High Pass,,66.227036,,,,,Harry Kane,10955.0,,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,59,England,768,['a09c0467-8cfa-4ea1-a54f-eedce9c7fa9c'],47,,,,,,,,,,,,,,,,England,768,00:45:47.556,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jordan Pickford,England,Goalkeeper
,,,,,,,,,,,,,,,,3.792418,,,,,,,,,,,,,0fe15fb8-9033-4dec-9a4c-b1a6d81a6326,2568,,,"[6.0, 45.3]",3930163,54,,,,0.112307385,,Left Foot,,,"[72.5, 52.8]",,High Pass,,66.92159,,,Incomplete,,Harry Kane,10955.0,,,,,,Goal Kick,2,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,80,England,768,"['e40be052-ec08-43a3-a1de-8e6e4c2e5149', '2f452296-e703-4979-a835-4e6069fce212']",36,,,,,,,,,,,,,,,,England,768,00:09:36.034,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jordan Pickford,England,Goalkeeper
,,,,,,,,,,,,,,,,3.558023,,,,,,,,,,,,,6bc8d7d6-798f-4de1-b33d-0d614148f146,3119,,,"[6.0, 43.2]",3930163,70,,,,-0.19276358,,Left Foot,,,"[80.8, 28.6]",,High Pass,,76.21155,,,,,Harry Kane,10955.0,,,,,,Goal Kick,2,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,99,England,768,['f7650509-22c4-469e-97e9-49a89aa237c3'],20,,,,,,,,,,,,,,,,England,768,00:25:20.302,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jordan Pickford,England,Goalkeeper
,,,,,,,,,,,,,,,,1.357963,,,,,,,,,,,,,4236aca7-c66b-4259-ad15-f775416be7ce,3305,,,"[5.9, 36.7]",3930163,76,True,,,-0.72396415,,Right Foot,,,"[36.1, 10.0]",,Ground Pass,,40.31042,,,,,Strahinja Pavlović,27719.0,,,,,,Goal Kick,2,From Goal Kick,Predrag Rajković,15731.0,Goalkeeper,108,Serbia,786,['f8b48580-b8c1-4d1d-8b10-525263e1cd87'],49,,,,,,,,,,,,,,,,Serbia,786,00:31:49.599,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Predrag Rajković,Serbia,Goalkeeper
,,,,,,,,,,,,,,,,3.779381,,,,,,,,,,,,,e0b6bacf-3a12-4526-8567-bb6ada81ca5b,3713,,,"[6.0, 46.8]",3930163,88,,,,0.112700924,,Left Foot,,,"[75.8, 54.7]",,High Pass,,70.24564,,,,,Harry Kane,10955.0,,,,,,Goal Kick,2,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,127,England,768,['80a0b77f-4029-413d-a0c4-355b180316a4'],48,,,,,,,,,,,,,,,,England,768,00:43:48.409,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jordan Pickford,England,Goalkeeper
,,,,,,,,,,,,,,,,3.329471,,,,,,,,,,,,,3371c4b4-6b1c-422d-9494-6386760e7b2b,119,,,"[6.0, 44.9]",3930181,2,True,,,0.031291265,,Right Foot,,,"[66.7, 46.8]",,High Pass,,60.72973,,,,,Benjamin Šeško,38759.0,,,,,,Goal Kick,1,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,5,Slovenia,944,['f8104209-e47a-4199-b143-b6d8c0110947'],10,,,,,,,,,,,,,,,,Slovenia,944,00:02:10.134,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jan Oblak,Slovenia,Goalkeeper
,,,,,,,,,,,,,,,,4.110412,,,,,,,,,,,,,26897c6e-83d4-403a-b10b-5a2893dd715b,131,,,"[7.0, 46.0]",3930181,2,True,,,0.18029903,,Right Foot,,,"[86.0, 60.4]",,High Pass,,80.30168,,,Incomplete,,Harry Kane,10955.0,,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,6,England,768,"['5b37619b-8979-4394-a090-cd60e2012102', '25332122-461d-4589-9a92-a4ac50626898']",53,,,,,,,,,,,,,,,,England,768,00:02:53.531,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jordan Pickford,England,Goalkeeper
,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,72f88f4f-aad7-4abe-be5e-1794eba63a99,716,,,"[7.0, 34.4]",3930181,15,True,,,-0.26060238,,Right Foot,,,"[26.5, 29.2]",,Ground Pass,,20.181427,,,,,Declan Rice,3943.0,,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,27,England,768,['20554aad-f6ce-4d51-ba8d-085c32cf5dea'],51,,,,,,,,,,,,,,,,England,768,00:15:51.633,Pass,,,,,,,,,,,,,,,,,,,,,,,,Pass,Jordan Pickford,England,Goalkeeper
