50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,ball_recovery_offensive,block_deflection,dribble_no_touch,dribble_overrun,miscontrol_aerial_won,shot_deflected,shot_one_on_one,goalkeeper_shot_saved_to_post,shot_saved_to_post,block_offensive,goalkeeper_shot_saved_off_target,shot_saved_off_target,foul_committed_penalty,foul_won_penalty,pass_deflected,shot_redirect,goalkeeper_punched_out,shot_open_goal,block_save_block,goalkeeper_success_in_play,goalkeeper_penalty_saved_to_post,shot_follows_dribble,type_name,player_name,team_name,position_name,gk_action,gk_outcome
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.9, 41.8]",,Set,,Shot Faced,28b3b2ed-6a92-45fb-929b-840a6f6a5037,172,,,"[2.9, 41.8]",3930166,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,7,Czech Republic,912,['344bbdcd-69ad-4b60-8c7c-6d46826ea988'],39,,,,,,,,,,,,,,,,Portugal,780,00:03:39.997,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Diogo Meireles Costa,Portugal,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.4, 41.3]",,Set,,Shot Faced,a3f25234-d20e-4898-adc8-69c5cb9f8a2b,332,,,"[2.4, 41.3]",3930166,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jindřich Staněk,28040.0,Goalkeeper,12,Portugal,780,['a591a39d-bc4a-4f8a-b789-9e09b603a77c'],32,,,,,,,,,,,,,,,,Czech Republic,912,00:07:32.501,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,Claim,,,Keeper Sweeper,51285314-5077-40d6-9bcb-9ed4c8b04fae,341,,,"[12.1, 51.0]",3930166,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Diogo Meireles Costa,32975.0,Goalkeeper,14,Portugal,780,,22,,,,,,,,,,,,,,,,Portugal,780,00:08:22.194,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Diogo Meireles Costa,Portugal,Goalkeeper,Keeper Sweeper,Claim
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[3.6, 41.8]",,Set,,Shot Faced,9bcba742-9881-4ab6-a80d-01bd18e8e958,732,,,"[3.6, 41.8]",3930166,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jindřich Staněk,28040.0,Goalkeeper,30,Portugal,780,['7d690123-e372-423f-980c-5c0e281d38dc'],11,,,,,,,,,,,,,,,,Czech Republic,912,00:16:11.343,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[4.0, 36.9]",,Set,,Shot Faced,51bc1829-04c8-4e26-bbf1-24f5638bcd94,943,,,"[4.0, 36.9]",3930166,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jindřich Staněk,28040.0,Goalkeeper,36,Portugal,780,['67f08a7a-b659-4692-ab5c-e94c77e69e08'],19,,,,,,,,,,,,,,,,Czech Republic,912,00:21:19.284,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.7, 42.7]",,Set,,Shot Faced,3be26033-e4e2-4bef-a0dd-f0cc119837fd,1012,,,"[2.7, 42.7]",3930166,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jindřich Staněk,28040.0,Goalkeeper,38,Portugal,780,['29fc3b39-63b0-4c69-844f-dab9a80a32c1'],56,,,,,,,,,,,,,,,,Czech Republic,912,00:22:56.251,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[3.0, 42.3]",,Set,,Shot Faced,ada54916-0faa-47de-9b47-f645fdac79cc,1036,,,"[3.0, 42.3]",3930166,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jindřich Staněk,28040.0,Goalkeeper,38,Portugal,780,['19357d42-5a3c-4425-badd-301552f7aa9b'],17,,,,,,,,,,,,,,,,Czech Republic,912,00:23:17.642,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,Left Foot,,In Play Danger,Set,Standing,Shot Saved,1d67f03f-d0de-4951-b1c4-133c81d3f082,1363,,,"[5.1, 41.8]",3930166,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jindřich Staněk,28040.0,Goalkeeper,49,Portugal,780,['bc44cab9-283f-4e16-918d-0f124a20961f'],14,,,,,,,,,,,,,,,,Czech Republic,912,00:31:14.896,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Saved,In Play Danger
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Success,Set,Standing,Shot Saved,4079dd64-e288-4b60-b6c4-f623d940c976,1368,,,"[2.2, 39.8]",3930166,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jindřich Staněk,28040.0,Goalkeeper,49,Portugal,780,['a3cbfb28-8e18-427b-b3d4-847b98fdadcd'],19,,,,,,,,,,,,,,,,Czech Republic,912,00:31:19.375,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Saved,Success
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[4.8, 41.9]",,Set,,Shot Faced,ed8f0f19-236d-4699-acbb-9b9bff832d6c,1422,,,"[4.8, 41.9]",3930166,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jindřich Staněk,28040.0,Goalkeeper,53,Portugal,780,['8c2f7824-4771-4abc-99bc-374dc7171694'],37,,,,,,,,,,,,,,,,Czech Republic,912,00:32:37.078,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,In Play Safe,Set,Standing,Shot Saved,5c1d140c-9e1a-40cb-8029-c8bc66000530,1938,,,"[2.4, 37.3]",3930166,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jindřich Staněk,28040.0,Goalkeeper,67,Portugal,780,['edbd0d6d-5f0e-4058-b9c3-3157cb6a0e5f'],3,,,,,,,,,,,,,,,,Czech Republic,912,00:45:03.264,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Saved,In Play Safe
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.6, 37.4]",,Set,,Shot Faced,f7611942-ce1e-4778-8a0f-a2ec38070f41,2048,,,"[2.6, 37.4]",3930166,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jindřich Staněk,28040.0,Goalkeeper,73,Portugal,780,['af56a21d-27af-4a50-9dae-4ae9a8ecfe62'],58,,,,,,,,,,,,,,,,Czech Republic,912,00:00:58.938,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.5, 38.0]",,Set,,Shot Faced,55e2d5b8-e45a-4779-80b1-2e4a54b00e95,2220,,,"[2.5, 38.0]",3930166,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jindřich Staněk,28040.0,Goalkeeper,86,Portugal,780,['d7d776bd-b5da-423a-9443-5fa02b7c6fe5'],22,,,,,,,,,,,,,,,,Czech Republic,912,00:06:22.958,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.1, 39.2]",,Set,,Shot Faced,4ab4c519-93bb-4274-bdf1-9f15eaae3f52,2333,,,"[1.1, 39.2]",3930166,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jindřich Staněk,28040.0,Goalkeeper,90,Portugal,780,['0feb38b8-ed58-4a4d-a6c5-07df4cc7324a'],23,,,,,,,,,,,,,,,,Czech Republic,912,00:09:23.316,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,In Play Danger,,,Punch,46834a8a-6329-46e9-83f1-ef274883fd76,2358,,,"[3.3, 41.9]",3930166,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jindřich Staněk,28040.0,Goalkeeper,91,Portugal,780,['f65f34ed-f7cf-495d-9bf4-9f84691dbf0f'],22,,,,,,,,,,,,,,,,Czech Republic,912,00:10:22.268,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Punch,In Play Danger
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Saved Twice,Set,Standing,Shot Saved,fe5e4cf4-abbc-428a-b80d-93771d45a017,2418,,,"[1.6, 38.6]",3930166,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jindřich Staněk,28040.0,Goalkeeper,92,Portugal,780,['c08e5c6e-073a-4b44-944a-d06b91d51735'],42,,,,,,,,,,,,,,,,Czech Republic,912,00:12:42.954,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Saved,Saved Twice
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.5, 44.3]",,Set,,Shot Faced,c8527499-efdd-4785-b85f-e10eb38c7e32,2479,,,"[2.5, 44.3]",3930166,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jindřich Staněk,28040.0,Goalkeeper,95,Portugal,780,['1dd7dddd-f471-475b-9e46-4555150a1f9d'],9,,,,,,,,,,,,,,,,Czech Republic,912,00:14:09.721,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.0, 38.3]",,Set,,Shot Faced,0debee6a-b3ac-4660-9789-7f20350144bf,2519,,,"[1.0, 38.3]",3930166,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,98,Czech Republic,912,['bd5a6069-9a43-4ea0-b2cd-cddc98667ef0'],20,,,,,,,,,,,,,,,,Portugal,780,00:16:20.150,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Diogo Meireles Costa,Portugal,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,No Touch,Set,Diving,Goal Conceded,aa846b83-4dae-40b8-9793-0fffc9a10711,2531,,,"[1.9, 37.9]",3930166,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,98,Czech Republic,912,['743de80e-6081-4bee-be14-71cb9eb6cca4'],32,,,,,,,,,,,,,,,,Portugal,780,00:16:32.263,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Diogo Meireles Costa,Portugal,Goalkeeper,Goal Conceded,No Touch
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,In Play Danger,Set,Standing,Shot Saved,8405cb8a-5d99-48b0-96dc-72c73a5521a8,2801,,,"[1.6, 43.6]",3930166,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jindřich Staněk,28040.0,Goalkeeper,107,Portugal,780,['c0efa37e-f2f0-4303-a73e-173f975daf77'],51,,,,,,,,,,,,,,,,Czech Republic,912,00:23:51.217,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Saved,In Play Danger
,,,,,,,,,,,,,,,,0.0,,,,,,,Chest,,Touched Out,Set,Standing,Shot Saved,121c5052-ad26-4aae-9663-6d65c1cec7c7,2914,,,"[1.6, 44.2]",3930166,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jindřich Staněk,28040.0,Goalkeeper,110,Portugal,780,['56aed5d4-a614-46ed-90c7-63ffdc3dccc4'],54,,,,,,,,,,,,,,,,Czech Republic,912,00:26:54.095,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Saved,Touched Out
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Touched Out,Set,Standing,Shot Saved,469cc05a-00ab-483f-a9a0-fa036a84908d,3121,,,"[3.1, 41.4]",3930166,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jindřich Staněk,28040.0,Goalkeeper,123,Portugal,780,['5190d9cd-f2e8-4383-9c39-c0f1d4675e07'],34,,,,,,,,,,,,,,,,Czech Republic,912,00:32:34.317,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Saved,Touched Out
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.0, 43.8]",,Set,,Shot Faced,ed6f4cec-b344-45b8-8f26-c19060d981ea,3174,,,"[2.0, 43.8]",3930166,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jindřich Staněk,28040.0,Goalkeeper,127,Portugal,780,['7e56fb78-a728-47ed-918c-6784f9821657'],6,,,,,,,,,,,,,,,,Czech Republic,912,00:35:06.301,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.6, 38.2]",,Set,,Shot Faced,24610e9e-894f-4cc6-8f84-8a721911a788,3196,,,"[2.6, 38.2]",3930166,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diogo Meireles Costa,32975.0,Goalkeeper,129,Czech Republic,912,['71418084-df83-4219-85ff-43994b26a609'],56,,,,,,,,,,,,,,,,Portugal,780,00:35:56.850,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Diogo Meireles Costa,Portugal,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.6, 39.1]",,Set,,Shot Faced,f7f556c2-dc85-4a3e-a7a6-33ca136bb4ca,3200,,,"[2.6, 39.1]",3930166,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diogo Meireles Costa,32975.0,Goalkeeper,129,Czech Republic,912,['d8b42cf5-b915-4dca-a908-32b1b8e9c33f'],59,,,,,,,,,,,,,,,,Portugal,780,00:35:59.684,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Diogo Meireles Costa,Portugal,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,No Touch,Prone,Standing,Goal Conceded,5876b819-d5b7-477a-aa3c-029fbf29fa65,3548,,,"[1.5, 42.0]",3930166,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,148,Portugal,780,['65f09c85-eca7-4338-976d-176a04b217dd'],11,,,,,,,,,,,,,,,,Czech Republic,912,00:46:11.654,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Jindřich Staněk,Czech Republic,Goalkeeper,Goal Conceded,No Touch
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.2, 42.3]",,Set,,Shot Faced,070faf92-e7b4-4d40-a4db-395fc507fde4,55,,,"[1.2, 42.3]",3930159,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Yann Sommer,5550.0,Goalkeeper,5,Hungary,916,['65d184ad-5ce5-4efb-83dc-4fcf1a2ef92f'],20,,,,,,,,,,,,,,,,Switzerland,773,00:01:20.331,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Yann Sommer,Switzerland,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.8, 38.2]",,Set,,Shot Faced,7df3cfd7-4df3-4904-afc0-2fe33119ac0f,344,,,"[2.8, 38.2]",3930159,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,21,Hungary,916,['090d7f7a-0508-4a00-afb9-a923de947df7'],17,,,,,,,,,,,,,,,,Switzerland,773,00:09:17.426,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Yann Sommer,Switzerland,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,No Touch,Set,Standing,Goal Conceded,1356aead-cea5-4bfc-bd75-c8903713c6e5,455,,,"[7.4, 39.1]",3930159,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Péter Gulácsi,8524.0,Goalkeeper,24,Switzerland,773,['238ad2b4-c744-4b64-990d-d9e53b1d9e92'],56,,,,,,,,,,,,,,,,Hungary,916,00:11:56.584,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Goal Conceded,No Touch
,,,,,,,,,,,,,,,,0.0,,,,,,,,,Collected Twice,,,Collected,f0bbe43b-2e6a-41f2-80b3-fe2b6c395016,596,,,"[8.1, 33.9]",3930159,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Yann Sommer,5550.0,Goalkeeper,33,Switzerland,773,['db0fcf6f-a039-4ca9-a6ad-1d1ea9dcd6ec'],44,,,,,,,,,,,,,,,,Switzerland,773,00:18:44.652,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Yann Sommer,Switzerland,Goalkeeper,Collected,Collected Twice
,,,,,,,,,,,,,,,,0.0,,,,,,,Right Hand,,Touched Out,Set,Standing,Shot Saved,698e97c9-863b-4adc-bb98-01ba3e4ab2f4,642,,,"[7.6, 35.8]",3930159,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Péter Gulácsi,8524.0,Goalkeeper,33,Switzerland,773,['afd9aed5-0321-4bd9-ac87-882c68118ed5'],40,,,,,,,,,,,,,,,,Hungary,916,00:19:40.638,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Shot Saved,Touched Out
,,,,,,,,,,,,,,,,0.0,,,,,,,,,In Play Safe,,,Punch,59f1196e-0957-419a-aae8-03d3de551b66,644,,,"[4.8, 36.2]",3930159,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Péter Gulácsi,8524.0,Goalkeeper,34,Switzerland,773,['6af65180-e98e-4236-a997-321e5be46206'],8,,,,,,,,,,,,,,,,Hungary,916,00:21:08.305,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Punch,In Play Safe
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[4.3, 38.1]",,Set,,Shot Faced,28ec3727-d1d0-4a98-ac62-8448147b821d,661,,,"[4.3, 38.1]",3930159,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Péter Gulácsi,8524.0,Goalkeeper,34,Switzerland,773,['03304fd9-8dde-4b57-863b-8b36658fc8b1'],29,,,,,,,,,,,,,,,,Hungary,916,00:21:29.724,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[3.1, 37.8]",,Set,,Shot Faced,cfaadb3b-8329-4ad2-bd81-f053727301ba,973,,,"[3.1, 37.8]",3930159,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Péter Gulácsi,8524.0,Goalkeeper,46,Switzerland,773,['904282a1-39dc-45cf-b5ef-9bfea668d235'],34,,,,,,,,,,,,,,,,Hungary,916,00:28:34.719,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,Success,,,Collected,0f85b5f9-1668-42f6-82fc-2dd4fe216050,1074,,,"[2.4, 37.8]",3930159,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Yann Sommer,5550.0,Goalkeeper,52,Switzerland,773,['994ec0d5-74d6-4026-8ad2-e12e17a5274b'],32,,,,,,,,,,,,,,,,Switzerland,773,00:32:32.213,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Yann Sommer,Switzerland,Goalkeeper,Collected,Success
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Success,Set,Standing,Shot Saved,eda5be7e-22d0-4606-845b-ae4b4f121c6d,1362,,,"[1.0, 40.0]",3930159,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,63,Switzerland,773,['304dbd58-486f-4db8-b937-92ee858d51f7'],37,,,,,,,,,,,,,,,,Switzerland,773,00:39:37.379,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Yann Sommer,Switzerland,Goalkeeper,Shot Saved,Success
,,,,,,,,,,,,,,,,0.0,,,,,,,,,No Touch,Set,Diving,Goal Conceded,c82a7c9f-817d-4a66-80d6-bc063e38e157,1622,,,"[3.5, 41.1]",3930159,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Péter Gulácsi,8524.0,Goalkeeper,73,Switzerland,773,['4215ba9b-4cad-45cb-80de-4eb9c70f3b40'],43,,,,,,,,,,,,,,,,Hungary,916,00:44:43.183,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Goal Conceded,No Touch
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.1, 36.6]",,Set,,Shot Faced,c1165efa-5412-41e8-88e0-1acd1ae216db,1740,,,"[2.1, 36.6]",3930159,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Péter Gulácsi,8524.0,Goalkeeper,79,Switzerland,773,['33ea0a64-cbd1-49f1-aa78-8b162ae4c80d'],31,,,,,,,,,,,,,,,,Hungary,916,00:01:31.374,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Touched Out,Set,Standing,Shot Saved,d4286482-f4d3-4632-95d1-70a50f148b11,1769,,,"[2.8, 42.9]",3930159,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Péter Gulácsi,8524.0,Goalkeeper,80,Switzerland,773,['f5b9ff98-175d-428b-a14a-cf512ccf1abe'],9,,,,,,,,,,,,,,,,Hungary,916,00:02:09.725,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Shot Saved,Touched Out
,,,,,,,,,,,,,,,,0.0,,,,,,,,,Claim,,,Keeper Sweeper,46e916e0-2c58-4d38-9472-e3616c0cc0a7,1882,,,"[15.1, 30.5]",3930159,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Péter Gulácsi,8524.0,Goalkeeper,85,Hungary,916,['f79a7abf-5c2b-4cc6-ac9e-35835497bb35'],38,,,,,,,,,,,,,,,,Hungary,916,00:04:38.704,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Keeper Sweeper,Claim
,,,,,,,,,,,,,,,,0.0,,,,,,,Both Hands,,Success,Set,Standing,Shot Saved,1f4f16d8-5fc6-4874-ab63-073c25b45a71,2030,,,"[3.0, 42.3]",3930159,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Péter Gulácsi,8524.0,Goalkeeper,89,Hungary,916,['a0fe76ef-eb81-4a1f-a7ac-feb4f5597d50'],12,,,,,,,,,,,,,,,,Hungary,916,00:08:12.555,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Shot Saved,Success
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.6, 38.4]",,Set,,Shot Faced,c9d5b6c6-1631-4e60-98db-f59aef5aafae,2177,,,"[2.6, 38.4]",3930159,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Péter Gulácsi,8524.0,Goalkeeper,96,Hungary,916,['9b5d9b1f-4157-4817-bae8-182bf4d6b68e'],57,,,,,,,,,,,,,,,,Hungary,916,00:12:57.706,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Péter Gulácsi,Hungary,Goalkeeper,Shot Faced,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[0.6, 40.1]",,Set,,Shot Faced,528eea3e-ddd9-4dfd-b5ef-97fbb663b80f,2318,,,"[0.6, 40.1]",3930159,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Yann Sommer,5550.0,Goalkeeper,103,Hungary,916,['8ee81de5-1b8f-4521-ae11-b6cd728a2e58'],49,,,,,,,,,,,,,,,,Switzerland,773,00:17:49.296,Goal Keeper,,,,,,,,,,,,,,,,,,,,,,,,Goal Keeper,Yann Sommer,Switzerland,Goalkeeper,Shot Faced,
